대분류,파일명,컬럼명,같은 대분류 평균 유사도,다른 대분류 평균 유사도,유사도 차이
보건의료,104_근로복지공단_소속병원진료현황통계_소속병원 산재입원환자 요양기간별 현황_20231231.csv,6월미만(명),0.6728856402663309,0.6437004997557193,0.029185140510611607
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,남자현재흡연율,0.6715727837470206,0.6464020072921617,0.02517077645485888
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,스트레스 인지율,0.6703380114965775,0.6494087993695687,0.02092921212700871
보건의료,117_건강보험심사평가원_병원급이상 진료과목별 시도별 진료비 통계_20231231.csv,요양급여비용총액,0.02833785414671572,0.01222696710304238,0.01611088704367334
보건의료,117_건강보험심사평가원_병원급이상 진료과목별 시도별 진료비 통계_20231231.csv,보험자부담금,0.03034880891648933,0.014564403130310075,0.015784405786179255
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,현재흡연율,0.6681853394953177,0.6529376192991216,0.015247720196196024
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,우울감 경험률,0.6667725130457568,0.654418087273266,0.012354425772490796
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,당뇨병 진단 경험률(30세 이상),0.6630737936664043,0.6580925626052795,0.004981231061124802
보건의료,104_근로복지공단_소속병원진료현황통계_소속병원 산재입원환자 요양기간별 현황_20231231.csv,2년미만,0.6633070869657208,0.6595428459150785,0.003764241050642325
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,고위험음주율,0.6596168676462603,0.6603967535824504,-0.0007798859361901611
보건의료,100_보건복지부 국립나주병원_진료비 청구 현황_20240630.csv,실지급액(의료급여),0.27029096080995074,0.27107406101195186,-0.0007831002020011191
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,주관적 건강인지율,0.6531240463145671,0.6633616644458341,-0.010237618131267001
보건의료,118_건강보험심사평가원_의원급 표시과목별 상병 통계_20231231.csv,요양급여비용총액,0.05825090010240735,0.06938250915742161,-0.011131609055014265
보건의료,104_근로복지공단_소속병원진료현황통계_소속병원 산재입원환자 요양기간별 현황_20231231.csv,5년미만,0.650482904424646,0.6651791337669309,-0.014696229342284983
보건의료,118_건강보험심사평가원_의원급 표시과목별 상병 통계_20231231.csv,보험자부담금,0.059785317318680656,0.07731400957431205,-0.01752869225563139
보건의료,100_보건복지부 국립나주병원_진료비 청구 현황_20240630.csv,청구액(의료급여),0.24183973076264717,0.2595803168956699,-0.017740586133022734
보건의료,112_건강보험심사평가원_의료기관 시군구별 진료비 통계_20231231.csv,입내원일수,0.6192920363877048,0.6483257668123564,-0.029033730424651627
보건의료,112_건강보험심사평가원_의료기관 시군구별 진료비 통계_20231231.csv,명세서청구건수,0.6117323298535512,0.6484557905077124,-0.03672346065416121
보건의료,104_근로복지공단_소속병원진료현황통계_소속병원 산재입원환자 요양기간별 현황_20231231.csv,3년미만,0.6169337657319195,0.666831689864103,-0.049897924132183524
보건의료,100_보건복지부 국립나주병원_진료비 청구 현황_20240630.csv,건수(의료급여),0.6058576093440478,0.6645786789759128,-0.058721069631865075
보건의료,105_질병관리청 국립마산병원_진료비 청구 현황_20230930.csv,인원(청구건수),0.5943059536292489,0.6568191751926815,-0.06251322156343264
보건의료,98_강원특별자치도_의료시설 현황_20230821.csv,경도,0.2916362237835199,0.36089564267493357,-0.06925941889141368
보건의료,98_강원특별자치도_의료시설 현황_20230821.csv,위도,0.2838828990694183,0.35565083060883923,-0.0717679315394209
보건의료,113_국민건강보험공단_신규 중증(암)등록환자의 암유형별 등록인원 현황_20221231.csv,등록인원수,0.12512432268439694,0.2039099113923527,-0.07878558870795577
보건의료,22_보건복지부_시군구별 치매현황_20231231.csv,경도인지장애 환자유병률,0.2525606189787543,0.337510722541133,-0.0849501035623787
보건의료,5-10_진료정보_피부염_시도.csv,시도지역코드,0.5507544653154801,0.6389457328688416,-0.08819126755336149
보건의료,5-4_진료정보_감기_시도.csv,시도지역코드,0.5507544653154801,0.6389457328688416,-0.08819126755336149
보건의료,5-6_진료정보_눈병_시도.csv,시도지역코드,0.5507544653154801,0.6389457328688416,-0.08819126755336149
보건의료,5-8_진료정보_천식_시도.csv,시도지역코드,0.5507544653154801,0.6389457328688416,-0.08819126755336149
보건의료,120_국민건강보험공단_고혈압의료이용률_20221231.CSV,분자(명),0.13884852854731053,0.22765837946948347,-0.08880985092217294
보건의료,119_국민건강보험공단_당뇨병의료이용률_20221231.CSV,분자(명),0.1388809647016846,0.2277122489343908,-0.0888312842327062
보건의료,119_국민건강보험공단_당뇨병의료이용률_20221231.CSV,분모(명),0.13945136069414618,0.22880654918363122,-0.08935518848948504
보건의료,120_국민건강보험공단_고혈압의료이용률_20221231.CSV,분모(명),0.13945136069414618,0.22880654918363122,-0.08935518848948504
보건의료,22_보건복지부_시군구별 치매현황_20231231.csv,치매환자유병률,0.2051687285512432,0.29708542104659186,-0.09191669249534865
보건의료,5-2_시도지역코드.csv,시도지역코드,0.5230149228265856,0.6341392976190747,-0.11112437479248916
보건의료,112_건강보험심사평가원_의료기관 시군구별 진료비 통계_20231231.csv,환자수,0.45656310753349677,0.5870684467388657,-0.13050533920536894
보건의료,86_보건복지부_시도별 암 발생자 분포_20201231.csv,여자 암발생자수(명),0.3412718659240621,0.49625023659120926,-0.15497837066714715
보건의료,97_보건복지부_시도별 암 발생자 분포_20201231.csv,여자 암발생자수(명),0.3412718659240621,0.49625023659120926,-0.15497837066714715
산업고용,113_근로복지공단_산재보험 지정의료기관 현황정보_20231231.csv,우편번호,0.27371301684115174,0.14056187086562563,0.1331511459755261
산업고용,124_근로복지공단_산재보험 지정의료기관 현황정보_20231231.csv,우편번호,0.27371301684115174,0.14056187086562563,0.1331511459755261
산업고용,113_근로복지공단_산재보험 지정의료기관 현황정보_20231231.csv,의료기관기호,0.19865477701651918,0.14261927866932725,0.05603549834719193
산업고용,124_근로복지공단_산재보험 지정의료기관 현황정보_20231231.csv,의료기관기호,0.19865477701651918,0.14261927866932725,0.05603549834719193
산업고용,126_근로복지공단_지사별 진료비 지급현황_20221231.csv,청구건수,0.26304243363861923,0.2713726544991454,-0.00833022086052615
산업고용,126_근로복지공단_지사별 진료비 지급현황_20221231.csv,지급건수,0.26304243363861923,0.2713726544991454,-0.00833022086052615
산업고용,126_근로복지공단_지사별 진료비 지급현황_20221231.csv,총 진료일수,0.2630379088865136,0.2713721126857411,-0.008334203799227446
산업고용,126_근로복지공단_지사별 진료비 지급현황_20221231.csv,총지급액,0.03618834279287251,0.04753831715849384,-0.01134997436562133
산업고용,125_근로복지공단_규모별 산재신청 승인현황_20231231.csv,승인율(퍼센트),0.37982972826367095,0.5171771453061472,-0.13734741704247627
산업고용,123_근로복지공단_산재심사 결정현황_20231231.csv,취소,0.4165463217873184,0.5809618778872553,-0.1644155560999369
산업고용,123_근로복지공단_산재심사 결정현황_20231231.csv,결정,0.4303528695592415,0.6152919580511882,-0.18493908849194668
산업고용,123_근로복지공단_산재심사 결정현황_20231231.csv,구분,0.43560851062316486,0.651523952435145,-0.2159154418119802
산업고용,127_근로복지공단_업종별 산재신청 승인현황_20231231.csv,연도,0.4352714303354425,0.652975008188258,-0.21770357785281552
산업고용,125_근로복지공단_규모별 산재신청 승인현황_20231231.csv,연도,0.43487724687875007,0.654355757063162,-0.2194785101844119
산업고용,127_근로복지공단_업종별 산재신청 승인현황_20231231.csv,신청,0.39096445799801993,0.6627459220971713,-0.2717814640991514
식품건강,88_한국의약품안전관리원_노인주의약물_20240813.csv,공고번호,0.7300904559261185,0.5453889569006717,0.18470149902544686
식품건강,82_한국의약품안전관리원_연도별증상별 이상사례보고현황_20231231.csv,연도별보고건수(2021),0.8208231346495733,0.6553767896448992,0.16544634500467414
식품건강,82_한국의약품안전관리원_연도별증상별 이상사례보고현황_20231231.csv,연도별보고건수(2023),0.8081855138576509,0.6565881952664195,0.15159731859123138
식품건강,82_한국의약품안전관리원_연도별증상별 이상사례보고현황_20231231.csv,연도별보고건수(2022),0.7820830285453718,0.6541598067865326,0.1279232217588392
식품건강,82_한국의약품안전관리원_연도별증상별 이상사례보고현황_20231231.csv,연도별보고건수(2019),0.781107799565083,0.654045848279078,0.12706195128600506
식품건강,82_한국의약품안전관리원_연도별증상별 이상사례보고현황_20231231.csv,연도별보고건수(2020),0.7722167550704988,0.6526800120875709,0.11953674298292793
식품건강,88_한국의약품안전관리원_노인주의약물_20240813.csv,제품코드,0.5109960294793048,0.40121145883993264,0.10978457063937214
식품건강,94_한국의료기기안전정보원_품목코드_20240821.csv,일련번호,0.555033808244463,0.49588300110463973,0.05915080713982329
재난안전,19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,평면직각좌표계_X좌표,0.2555436961134865,0.12674084855264453,0.12880284756084195
재난안전,19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,경도,0.2540880320719113,0.12529225007096517,0.1287957820009461
재난안전,19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,행정구역최대X좌표,0.25578923451579655,0.12703642538196358,0.12875280913383297
재난안전,19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,행정구역최소X좌표,0.25580892027974594,0.12707282230399958,0.12873609797574637
재난안전,48_광주광역시_CCTV_20240630.CSV,위도,0.24924038834670967,0.12245935521298379,0.12678103313372588
재난안전,19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,위도,0.25576829884424634,0.1309087077009306,0.12485959114331574
재난안전,19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,평면직각좌표계_Y좌표,0.2572410795858576,0.13290596857219686,0.12433511101366077
재난안전,19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,행정구역최소Y좌표,0.2574637743914499,0.13325713641006945,0.12420663798138046
재난안전,19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,행정구역최대Y좌표,0.2575496490646604,0.13338140128310458,0.1241682477815558
재난안전,48_광주광역시_CCTV_20240630.CSV,경도,0.2491476330771406,0.12722021491375923,0.12192741816338137
재난안전,19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,지리정보시스템아이디,0.25420392909163536,0.13500320437035487,0.11920072472128049
재난안전,66_행정안전부_사고발생 현황_20221231.csv,2022년 발생건수 (건),0.45534400477604137,0.3393463070384562,0.11599769773758517
재난안전,66_행정안전부_사고발생 현황_20221231.csv,2017년 발생건수 (건),0.45476902923886825,0.3388231114334342,0.11594591780543406
재난안전,66_행정안전부_사고발생 현황_20221231.csv,2022년 인명피해현황_부상(명),0.44401969765822275,0.3284307989499056,0.11558889870831712
재난안전,66_행정안전부_사고발생 현황_20221231.csv,2017년 인명피해현황_부상(명),0.43858254738296576,0.32342433453269526,0.1151582128502705
재난안전,42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,미상,0.4755703228640883,0.36048969306145673,0.11508062980263156
재난안전,67_행정안전부_상습 결빙구간_20231222.csv,종점 경도(WGS84(4326)),0.2706229404484267,0.1558598342108272,0.11476310623759953
재난안전,43_경찰청_범죄 발생 장소별 통계_20231231.csv,기타,0.488729294792958,0.37449541488202714,0.11423387991093087
재난안전,67_행정안전부_상습 결빙구간_20231222.csv,정북기준 도로방향 각도(기점 기준십진수 방위각),0.27172471268416376,0.1586163366130692,0.11310837607109456
재난안전,43_경찰청_범죄 발생 장소별 통계_20231231.csv,미상,0.4212917924058751,0.30820983984576983,0.11308195256010528
재난안전,53_도로교통공단_사망 교통사고 정보_20231231.csv,경도,0.2743528154461114,0.16154229414450616,0.11281052130160524
재난안전,53_도로교통공단_사망 교통사고 정보_20231231.csv,발생위치X,0.2747348706915006,0.16219179471364611,0.11254307597785448
재난안전,59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,처리능력(m3_분),0.5293669936967949,0.4186082725700848,0.11075872112671004
재난안전,42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,18시00분-20시59분,0.5227893491111127,0.4122648781667298,0.11052447094438295
재난안전,67_행정안전부_상습 결빙구간_20231222.csv,기점 경도(WGS84(4326)),0.2728394009460928,0.16314273091035875,0.10969667003573408
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버금융범죄(스미싱),0.5481725874415588,0.4397322066292157,0.10844038081234314
재난안전,49_국토안전관리원_건설안전사고 발생현황_20221231.csv,1000만원미만,0.39255764172771485,0.28429481004409957,0.10826283168361528
재난안전,42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,15시00분-17시59분,0.5437594277541266,0.43559701390664335,0.10816241384748321
재난안전,67_행정안전부_상습 결빙구간_20231222.csv,종점 위도(WGS84(4326)),0.2737246844367974,0.1656082658382081,0.10811641859858934
재난안전,52_대구광역시 북구_기계설비 성능점검 대상 건축물_20240329.csv,연면적(건축물),0.38946375429541347,0.2826329585566423,0.10683079573877119
재난안전,42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,토,0.5725901219934973,0.4690349874205994,0.10355513457289794
재난안전,42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,12시00분-14시59분,0.5786133885403824,0.4758646527668567,0.10274873577352567
재난안전,42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,09시00분-11시59분,0.5849688504768424,0.48365508074403696,0.10131376973280548
재난안전,42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,일,0.5865448895251325,0.48575231713214695,0.10079257239298556
재난안전,64_한국전기안전공사_전기화재통계_20231231.csv,2020년,0.5883705357382982,0.4876213316319494,0.10074920410634886
재난안전,43_경찰청_범죄 발생 장소별 통계_20231231.csv,오피스텔_원룸,0.5887788994646399,0.48862532085537536,0.10015357860926455
재난안전,64_한국전기안전공사_전기화재통계_20231231.csv,2021년,0.5902137532101097,0.49010030858113984,0.10011344462896987
재난안전,53_도로교통공단_사망 교통사고 정보_20231231.csv,위도,0.28340574503453614,0.18343123669694844,0.0999745083375877
재난안전,64_한국전기안전공사_전기화재통계_20231231.csv,2022년,0.5910397681977989,0.49123011134540645,0.09980965685239246
재난안전,42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,목,0.58990332836194,0.490281196364976,0.09962213199696401
재난안전,42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,수,0.5900258048293091,0.4904473441541744,0.0995784606751347
재난안전,42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,화,0.5901091347276904,0.49056252975683584,0.0995466049708546
재난안전,53_도로교통공단_사망 교통사고 정보_20231231.csv,발생위치Y,0.2837591964449589,0.18423798296510577,0.09952121347985313
재난안전,42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,금,0.5903068511610594,0.49079503322260987,0.09951181793844954
재난안전,64_한국전기안전공사_전기화재통계_20231231.csv,2016년,0.5937375515618284,0.4950956762234867,0.09864187533834168
재난안전,42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,월,0.5925243374678159,0.4940129484337903,0.09851138903402556
재난안전,64_한국전기안전공사_전기화재통계_20231231.csv,2018년,0.5958250089826359,0.4981892190074426,0.09763578997519329
재난안전,64_한국전기안전공사_전기화재통계_20231231.csv,2017년,0.596905716851232,0.499805288157259,0.09710042869397295
재난안전,64_한국전기안전공사_전기화재통계_20231231.csv,2019년,0.5989110421311474,0.5028419538101107,0.09606908832103678
재난안전,64_한국전기안전공사_전기화재통계_20231231.csv,2023년,0.600695873786408,0.5056198618157923,0.09507601197061566
재난안전,67_행정안전부_상습 결빙구간_20231222.csv,기점 위도(WGS84(4326)),0.2752002078223589,0.1862998807842339,0.08890032703812498
재난안전,55_세종특별자치시_CCTV_20240531.csv,위도,0.3511991850700442,0.26550435655709276,0.08569482851295146
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,서비스거부공격,0.6234178011061549,0.5450554692336453,0.07836233187250952
재난안전,59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,계획빈도(년),0.6361873098496561,0.5722388478379332,0.06394846201172288
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버 스토킹,0.6362087190259575,0.5723996673779717,0.06380905164798589
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,개인위치정보 침해,0.6399198265978661,0.5821743010679825,0.057745525529883546
재난안전,55_세종특별자치시_CCTV_20240531.csv,경도,0.35590224389133296,0.3037291676970532,0.052173076194279744
재난안전,63_한국소비자원 소비자 위해 정보_20240630.csv,접수번호,0.10022906877269529,0.04871124216102781,0.051517826611667476
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버금융범죄(메신저이용사기),0.6430050772221839,0.5921251051817221,0.050879972040461796
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버 음란물(아동음란물),0.6448190647681803,0.5990749131087858,0.045744151659394494
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버금융범죄(메모리해킹),0.6452112348569278,0.6010565980885934,0.04415463676833442
재난안전,65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,톤수,0.21278972200571197,0.1751886837759971,0.03760103822971486
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버 도박(스포츠토토),0.6478830680386193,0.6220246708854599,0.025858397153159407
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버저작권침해,0.6463421719682108,0.6444956459340155,0.0018465260341952172
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버금융범죄(파밍),0.6452231199337672,0.649207988947558,-0.003984869013790804
재난안전,52_대구광역시 북구_기계설비 성능점검 대상 건축물_20240329.csv,세대수(공동주택),0.6441924549641974,0.6515311262058259,-0.007338671241628458
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,기타 불법 컨텐츠,0.6360086520266507,0.6690917523780193,-0.03308310035136863
재난안전,46_경찰청_졸음운전 교통사고 현황_20221231.csv,사고_건,0.6284165806422058,0.6788725932241997,-0.05045601258199384
재난안전,46_경찰청_졸음운전 교통사고 현황_20221231.csv,부상_명,0.6253057306467984,0.681598667858502,-0.056292937211703586
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버금융범죄(기타),0.6238993463178691,0.6815090687643053,-0.05760972244643614
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,해킹(단순침입),0.6235267026350624,0.6817895683477926,-0.058262865712730205
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,기타 정보통신망 침해형 범죄,0.6225503209604953,0.6824312233132944,-0.05988090235279908
재난안전,51_대구광역시 북구_고압가스제조업_20240701.csv,위도,0.6226585261482067,0.6835887354591135,-0.06093020931090676
재난안전,59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,준공년도 (보강년도),0.6211130282768678,0.6835196521011139,-0.06240662382424611
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버사기(직거래),0.6171430690031308,0.6856704467063799,-0.06852737770324913
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버금융범죄(피싱),0.6141756166020701,0.6874216938396934,-0.07324607723762333
재난안전,45_경찰청_전국 경찰서별 강력범죄 발생 현황_20231231.csv,절도,0.5999421210989311,0.673515782537947,-0.07357366143901589
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버 도박(기타),0.6134081662911522,0.6877728506453167,-0.07436468435416443
재난안전,53_도로교통공단_사망 교통사고 정보_20231231.csv,발생년,0.22458360499740015,0.3027363577753783,-0.07815275277797812
재난안전,45_경찰청_전국 경찰서별 강력범죄 발생 현황_20231231.csv,폭력,0.5893830173794621,0.6761257162708261,-0.08674269889136399
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버사기(기타),0.6039246310330921,0.6913311695098616,-0.08740653847676949
재난안전,44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,해킹(자료유출),0.5995349512446473,0.6922392206237553,-0.09270426937910803
재난안전,19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,시군구,0.6003013954380774,0.6935104613461351,-0.09320906590805778
