진료년월,서식,인원(청구건수),요양급여총액,본인부담(B),지원금,장애인(C),청구금액(D)
2014-09,건강보험 입원,165.0,243124300.0,38591330.0,4480.0,0.0,204385790.0
2014-09,의료급여 외래,66.0,3723060.0,33720.0,0.0,2150.0,3687190.0
2014-09,의료급여 입원,68.0,97883420.0,0.0,0.0,0.0,97883420.0
2014-10,건강보험 외래,250.0,14293250.0,1985000.0,577650.0,2000.0,12306250.0
2014-10,건강보험 입원,142.0,207502480.0,32619030.0,415470.0,0.0,174527430.0
2014-10,의료급여 외래,63.0,3703120.0,51730.0,0.0,5220.0,3645170.0
2014-10,의료급여 입원,69.0,107365700.0,0.0,0.0,0.0,107365700.0
2014-11,건강보험 외래,246.0,16117020.0,2146600.0,684000.0,1000.0,13969420.0
2014-11,건강보험 입원,122.0,185649040.0,29335040.0,439410.0,0.0,156314000.0
2014-11,의료급여 외래,53.0,2707010.0,30720.0,0.0,0.0,2676290.0
2014-11,의료급여 입원,62.0,101327440.0,0.0,0.0,0.0,101327440.0
2014-12,건강보험 외래,273.0,16677250.0,2218000.0,711900.0,7900.0,14451350.0
2014-12,건강보험 입원,122.0,209919800.0,32722070.0,405420.0,16640.0,177148390.0
2014-12,의료급여 외래,70.0,4264700.0,69340.0,0.0,24720.0,4170640.0
2014-12,의료급여 입원,61.0,107117300.0,0.0,0.0,0.0,107117300.0
2015-01,건강보험 외래,251.0,15446680.0,2293600.0,631800.0,0.0,13153080.0
2015-01,건강보험 입원,138.0,215279630.0,33335490.0,423100.0,0.0,181720740.0
2015-01,의료급여 외래,55.0,3515890.0,22500.0,0.0,0.0,3493390.0
2015-01,의료급여 입원,62.0,91526570.0,169420.0,0.0,0.0,91357150.0
2015-02,건강보험 외래,225.0,15280270.0,2238700.0,639300.0,0.0,13041570.0
2015-02,건강보험 입원,130.0,192505190.0,29989920.0,358730.0,0.0,162484490.0
2015-02,의료급여 외래,60.0,3458710.0,39960.0,0.0,0.0,3418750.0
2015-02,의료급여 입원,57.0,78866120.0,195410.0,0.0,0.0,78670710.0
2015-03,건강보험 외래,278.0,16812860.0,2423300.0,710950.0,0.0,14389560.0
2015-03,건강보험 입원,128.0,200665470.0,31853420.0,396790.0,0.0,168775580.0
2015-03,의료급여 외래,73.0,4088160.0,75640.0,0.0,790.0,4011730.0
2015-03,의료급여 입원,62.0,86421080.0,0.0,0.0,0.0,86421080.0
2015-04,건강보험 외래,262.0,19865130.0,3211400.0,772250.0,0.0,16653730.0
2015-04,건강보험 입원,121.0,174000860.0,27220850.0,370120.0,0.0,146752900.0
2015-04,의료급여 외래,71.0,4483500.0,49380.0,0.0,5310.0,4428810.0
2015-04,의료급여 입원,60.0,86363710.0,0.0,0.0,0.0,86363710.0
2015-05,건강보험 외래,274.0,17951160.0,3126500.0,664850.0,0.0,14824660.0
2015-05,건강보험 입원,117.0,183999730.0,29266820.0,388420.0,0.0,154697410.0
2015-05,의료급여 외래,48.0,2422480.0,35380.0,0.0,0.0,2387100.0
2015-05,의료급여 입원,64.0,97317900.0,0.0,0.0,0.0,97317900.0
2015-06,건강보험 외래,256.0,17903720.0,3101300.0,646450.0,0.0,14802420.0
2015-06,건강보험 입원,136.0,199184180.0,31532220.0,403950.0,0.0,167583360.0
2015-06,의료급여 외래,52.0,3639980.0,48260.0,0.0,0.0,3591720.0
2015-06,의료급여 입원,58.0,87024220.0,0.0,0.0,0.0,87024220.0
2015-07,건강보험 외래,282.0,20224790.0,3167500.0,843550.0,1000.0,17056290.0
2015-07,건강보험 입원,142.0,205216560.0,31932910.0,397120.0,0.0,173205770.0
2015-07,의료급여 외래,59.0,3195530.0,36000.0,0.0,8400.0,3151130.0
2015-07,의료급여 입원,54.0,89201740.0,0.0,0.0,0.0,89201740.0
2015-08,건강보험 외래,239.0,17062620.0,3138600.0,642100.0,0.0,13924020.0
2015-08,건강보험 입원,133.0,209029640.0,32872710.0,675350.0,0.0,176137480.0
2015-08,의료급여 외래,59.0,3447060.0,49480.0,0.0,5310.0,3392270.0
2015-08,의료급여 입원,58.0,86424530.0,0.0,0.0,0.0,86424530.0
2015-09,건강보험 외래,189.0,13710520.0,2041400.0,594400.0,1000.0,11668120.0
2015-09,건강보험 입원,134.0,201902680.0,31405120.0,651120.0,0.0,170478980.0
2015-09,의료급여 외래,45.0,2800540.0,49300.0,0.0,5310.0,2745930.0
2015-09,의료급여 입원,57.0,90365730.0,0.0,0.0,0.0,90365730.0
2015-10,건강보험 외래,240.0,18427450.0,2883600.0,764500.0,1000.0,15542850.0
2015-10,건강보험 입원,124.0,200173900.0,34280220.0,581310.0,0.0,165781420.0
2015-10,의료급여 외래,57.0,3736220.0,37450.0,0.0,0.0,3698770.0
2015-10,의료급여 입원,64.0,97296120.0,0.0,0.0,0.0,97296120.0
2015-11,건강보험 외래,202.0,13668150.0,2056100.0,546650.0,12200.0,11599850.0
2015-11,건강보험 입원,118.0,191775150.0,33352980.0,432630.0,0.0,158413260.0
2015-11,의료급여 외래,39.0,2235430.0,21900.0,0.0,0.0,2213530.0
2015-11,의료급여 입원,56.0,84309800.0,0.0,0.0,0.0,84309800.0
2015-12,건강보험 외래,224.0,16064480.0,2597400.0,733750.0,0.0,13467080.0
2015-12,건강보험 입원,120.0,187259950.0,32515610.0,424970.0,0.0,154739240.0
2015-12,의료급여 외래,52.0,3102610.0,34690.0,0.0,0.0,3067920.0
2015-12,의료급여 입원,52.0,77832660.0,0.0,0.0,0.0,77832660.0
2016-01,건강보험 외래,194.0,13815960.0,2110400.0,603600.0,0.0,11705560.0
2016-01,건강보험 입원,118.0,218836330.0,35552450.0,445000.0,0.0,183213050.0
2016-01,의료급여 외래,47.0,3103700.0,59730.0,0.0,0.0,3043970.0
2016-01,의료급여 입원,70.0,93060290.0,0.0,0.0,0.0,93060290.0
2016-02,건강보험 외래,229.0,16657370.0,2820900.0,713900.0,0.0,13836470.0
2016-02,건강보험 입원,118.0,203778820.0,32324500.0,392070.0,0.0,171423010.0
2016-02,의료급여 외래,44.0,3159390.0,40280.0,0.0,0.0,3119110.0
2016-02,의료급여 입원,71.0,101877350.0,0.0,0.0,0.0,102877350.0
2016-03,건강보험 외래,200.0,15300120.0,2306500.0,657000.0,0.0,12993620.0
2016-03,건강보험 입원,109.0,216735690.0,34075050.0,456470.0,0.0,182655260.0
2016-03,의료급여 외래,56.0,3744710.0,77990.0,0.0,0.0,3666720.0
2016-03,의료급여 입원,60.0,120001920.0,0.0,0.0,0.0,120001920.0
2016-04,건강보험 외래,206.0,16573550.0,2653400.0,706750.0,0.0,13920150.0
2016-04,건강보험 입원,94.0,199240430.0,31482770.0,447270.0,0.0,167748870.0
2016-04,의료급여 외래,43.0,2298730.0,27000.0,0.0,0.0,2271730.0
2016-04,의료급여 입원,62.0,115537390.0,0.0,0.0,0.0,115537390.0
2016-05,건강보험 외래,311.0,18900890.0,3764500.0,643200.0,0.0,15136390.0
2016-05,건강보험 입원,188.0,204754920.0,31591520.0,115520.0,0.0,173097550.0
2016-05,의료급여 외래,77.0,3759460.0,36950.0,0.0,0.0,3722510.0
2016-05,의료급여 입원,132.0,108579740.0,0.0,0.0,0.0,108579740.0
2016-06,건강보험 외래,342.0,17036280.0,3007700.0,646000.0,0.0,14028580.0
2016-06,건강보험 입원,184.0,202447860.0,31322410.0,489280.0,0.0,171055910.0
2016-06,의료급여 외래,46.0,1990320.0,16500.0,0.0,0.0,1973820.0
2016-06,의료급여 입원,101.0,100343650.0,68450.0,0.0,0.0,100275200.0
2016-07,건강보험 외래,365.0,19318710.0,1956400.0,61100.0,0.0,17362310.0
2016-07,건강보험 입원,180.0,228202680.0,16641020.0,0.0,0.0,211561660.0
2016-07,의료급여 외래,54.0,2589900.0,21000.0,0.0,0.0,2568900.0
2016-07,의료급여 입원,108.0,110762580.0,0.0,0.0,0.0,110762580.0
2016-08,건강보험 외래,353.0,17192360.0,1469100.0,129500.0,0.0,15723260.0
2016-08,건강보험 입원,200.0,233261370.0,18835770.0,0.0,0.0,214425600.0
2016-08,의료급여 외래,39.0,1768270.0,12950.0,0.0,0.0,1755320.0
2016-08,의료급여 입원,112.0,109542410.0,67430.0,0.0,0.0,109474980.0
2016-09,건강보험 외래,173.0,14411870.0,1702700.0,36500.0,0.0,12709170.0
2016-09,건강보험 입원,113.0,227716400.0,20603160.0,0.0,0.0,207113240.0
2016-09,의료급여 외래,49.0,2585770.0,34750.0,0.0,0.0,2551020.0
2016-09,의료급여 입원,64.0,107112100.0,212680.0,0.0,0.0,106899420.0
2016-10,건강보험 외래,198.0,16735560.0,1831000.0,43700.0,5700.0,14898860.0
2016-10,건강보험 입원,108.0,229058300.0,19973880.0,0.0,0.0,209084420.0
2016-10,의료급여 외래,39.0,2647810.0,21900.0,0.0,0.0,2625910.0
2016-10,의료급여 입원,58.0,112888590.0,196110.0,0.0,0.0,112692480.0
2016-11,건강보험 외래,229.0,18394210.0,2900900.0,393500.0,0.0,15493310.0
2016-11,건강보험 입원,102.0,191685430.0,16480990.0,0.0,0.0,175204440.0
2016-11,의료급여 외래,42.0,2913260.0,32050.0,0.0,0.0,2881210.0
2016-11,의료급여 입원,50.0,95402670.0,250730.0,0.0,0.0,95151940.0
2016-12,건강보험 외래,229.0,16328030.0,2435300.0,0.0,0.0,13892730.0
2016-12,건강보험 입원,102.0,207758840.0,19869740.0,0.0,0.0,187889100.0
2016-12,의료급여 외래,42.0,2750990.0,13500.0,0.0,0.0,2737490.0
2016-12,의료급여 입원,49.0,92598430.0,0.0,0.0,0.0,92598430.0
2017-01,건강보험 외래,177.0,13509410.0,1840700.0,117800.0,0.0,11668710.0
2017-01,건강보험 입원,106.0,203646560.0,16492600.0,0.0,0.0,187153960.0
2017-01,의료급여 외래,48.0,3762500.0,43250.0,0.0,0.0,3719250.0
2017-01,의료급여 입원,53.0,93878090.0,0.0,0.0,0.0,93878090.0
2017-02,건강보험 외래,188.0,16098940.0,1756300.0,4300.0,0.0,14342640.0
2017-02,건강보험 입원,86.0,183120990.0,17426750.0,0.0,0.0,165694240.0
2017-02,의료급여 외래,37.0,2782060.0,36690.0,0.0,0.0,2745370.0
2017-02,의료급여 입원,54.0,95751290.0,0.0,0.0,0.0,95751290.0
2017-03,건강보험 외래,203.0,16622370.0,2143400.0,31700.0,0.0,14478970.0
2017-03,건강보험 입원,83.0,189115030.0,17144500.0,0.0,0.0,171970530.0
2017-03,의료급여 외래,42.0,3557210.0,48400.0,0.0,0.0,3508810.0
2017-03,의료급여 입원,79.0,97072760.0,1223120.0,0.0,0.0,95849640.0
2017-04,건강보험 외래,206.0,16392580.0,2231400.0,50100.0,0.0,14161180.0
2017-04,건강보험 입원,96.0,207787400.0,14290220.0,0.0,0.0,193497180.0
2017-04,의료급여 외래,52.0,4688830.0,61940.0,0.0,0.0,4626890.0
2017-04,의료급여 입원,52.0,95462240.0,2136280.0,0.0,0.0,93325960.0
2017-05,건강보험 외래,203.0,15976200.0,2043700.0,0.0,0.0,13932500.0
2017-05,건강보험 입원,97.0,198773940.0,13864350.0,0.0,0.0,184909590.0
2017-05,의료급여 외래,58.0,5183830.0,55370.0,0.0,0.0,5128460.0
2017-05,의료급여 입원,47.0,78131650.0,1823680.0,0.0,0.0,76307970.0
2017-06,건강보험 외래,201.0,17883430.0,2664200.0,43640.0,0.0,15219230.0
2017-06,건강보험 입원,103.0,201171220.0,14144590.0,0.0,0.0,187026630.0
2017-06,의료급여 외래,55.0,4111750.0,40040.0,0.0,0.0,4071710.0
2017-06,의료급여 입원,38.0,72508790.0,1792630.0,0.0,0.0,70716160.0
2017-07,건강보험 외래,210.0,20038900.0,3950300.0,282800.0,0.0,16088600.0
2017-07,건강보험 입원,124.0,253245150.0,17672470.0,0.0,0.0,235572680.0
2017-07,의료급여 외래,49.0,3179900.0,56070.0,0.0,0.0,3123830.0
2017-07,의료급여 입원,42.0,84649760.0,2071220.0,0.0,0.0,82578540.0
2017-08,건강보험 외래,246.0,19671290.0,3334700.0,220880.0,0.0,16336590.0
2017-08,건강보험 입원,103.0,212466490.0,17466810.0,0.0,0.0,194999680.0
2017-08,의료급여 외래,56.0,4097800.0,54680.0,0.0,0.0,4043120.0
2017-08,의료급여 입원,50.0,95452820.0,2423710.0,0.0,0.0,93029110.0
2017-09,건강보험 외래,236.0,17649740.0,2334300.0,220380.0,0.0,15315440.0
2017-09,건강보험 입원,94.0,195791400.0,14769540.0,0.0,0.0,181021860.0
2017-09,의료급여 외래,50.0,3824780.0,16000.0,0.0,0.0,3808780.0
2017-09,의료급여 입원,48.0,96589660.0,2716540.0,0.0,0.0,93873120.0
2017-10,건강보험 외래,171.0,12694140.0,1696300.0,127320.0,0.0,10997840.0
2017-10,건강보험 입원,88.0,200201530.0,14442070.0,0.0,0.0,185759460.0
2017-10,의료급여 외래,43.0,2909480.0,41100.0,0.0,0.0,2868380.0
2017-10,의료급여 입원,55.0,102750790.0,2772930.0,0.0,0.0,99977860.0
2017-11,건강보험 외래,174.0,13643940.0,2160000.0,243140.0,0.0,11483940.0
2017-11,건강보험 입원,82.0,195454570.0,13657840.0,0.0,0.0,181796730.0
2017-11,의료급여 외래,52.0,3750250.0,39140.0,0.0,0.0,3711110.0
2017-11,의료급여 입원,58.0,107060690.0,2870590.0,0.0,0.0,104190100.0
2017-12,건강보험 외래,182.0,14142880.0,2416000.0,159780.0,0.0,11726880.0
2017-12,건강보험 입원,76.0,167061200.0,12644220.0,0.0,0.0,154416980.0
2017-12,의료급여 외래,40.0,2778110.0,27100.0,0.0,0.0,2751010.0
2017-12,의료급여 입원,55.0,116146630.0,3169920.0,0.0,0.0,112976710.0
2018-01,건강보험 외래,215.0,17458430.0,3046100.0,463340.0,0.0,14412330.0
2018-01,건강보험 입원,85.0,188950390.0,13160890.0,0.0,0.0,175789500.0
2018-01,의료급여 외래,51.0,4019850.0,48910.0,0.0,0.0,3970940.0
2018-01,의료급여 입원,57.0,110631020.0,2997310.0,0.0,0.0,107633710.0
2018-02,건강보험 외래,161.0,14033270.0,2468900.0,422490.0,0.0,11564370.0
2018-02,건강보험 입원,89.0,203834340.0,13395030.0,0.0,0.0,190439310.0
2018-02,의료급여 외래,40.0,2926060.0,20630.0,0.0,0.0,2905430.0
2018-02,의료급여 입원,49.0,94903000.0,2552780.0,0.0,0.0,92350220.0
2018-03,건강보험 외래,191.0,14800290.0,2373700.0,183700.0,0.0,12426590.0
2018-03,건강보험 입원,87.0,230423820.0,14669560.0,0.0,0.0,215754260.0
2018-03,의료급여 외래,43.0,3373440.0,45080.0,0.0,0.0,3328360.0
2018-03,의료급여 입원,52.0,94297830.0,2622410.0,0.0,0.0,91675420.0
2018-04,건강보험 외래,161.0,12840440.0,1986200.0,205900.0,0.0,10854240.0
2018-04,건강보험 입원,95.0,266000250.0,14462230.0,0.0,0.0,251538020.0
2018-04,의료급여 외래,43.0,4238870.0,85330.0,0.0,0.0,4153540.0
2018-04,의료급여 입원,42.0,107827240.0,2221770.0,0.0,0.0,105605470.0
2018-05,건강보험 외래,177.0,14370090.0,2284100.0,165900.0,0.0,12085990.0
2018-05,건강보험 입원,99.0,265252150.0,14844540.0,0.0,0.0,250407610.0
2018-05,의료급여 외래,49.0,4230010.0,22780.0,0.0,0.0,4207230.0
2018-05,의료급여 입원,35.0,88483580.0,1916540.0,0.0,0.0,86567040.0
2018-06,건강보험 외래,171.0,13711620.0,2269700.0,55300.0,0.0,11441920.0
2018-06,건강보험 입원,100.0,258524680.0,13977030.0,0.0,0.0,244547650.0
2018-06,의료급여 외래,39.0,6288520.0,23090.0,0.0,0.0,6265430.0
2018-06,의료급여 입원,37.0,88117910.0,1599270.0,0.0,0.0,1426020.0
2018-07,건강보험 외래,156.0,13166680.0,2425600.0,151100.0,0.0,10741080.0
2018-07,건강보험 입원,104.0,296690390.0,15441130.0,0.0,0.0,281249260.0
2018-07,의료급여 외래,39.0,12366310.0,14000.0,0.0,0.0,12352310.0
2018-07,의료급여 입원,31.0,79575600.0,1774180.0,0.0,0.0,77801420.0
2018-08,건강보험 외래,164.0,13163170.0,2042900.0,366600.0,0.0,11120270.0
2018-08,건강보험 입원,101.0,323553540.0,15415840.0,0.0,0.0,308137700.0
2018-08,의료급여 외래,51.0,8119530.0,42780.0,0.0,0.0,8076750.0
2018-08,의료급여 입원,32.0,87956520.0,1855740.0,0.0,0.0,86100780.0
2018-09,건강보험 외래,141.0,10517290.0,1293800.0,0.0,0.0,9223490.0
2018-09,건강보험 입원,90.0,291292880.0,14296340.0,0.0,366820.0,276629720.0
2018-09,의료급여 외래,24.0,6293840.0,11370.0,0.0,0.0,6282470.0
2018-09,의료급여 입원,32.0,76126560.0,1638850.0,0.0,0.0,74487710.0
2018-10,건강보험 외래,184.0,14824370.0,2306500.0,16600.0,0.0,12517870.0
2018-10,건강보험 입원,93.0,280854530.0,13924640.0,0.0,0.0,266929890.0
2018-10,의료급여 외래,54.0,10502430.0,37310.0,0.0,0.0,10465120.0
2018-10,의료급여 입원,29.0,79511690.0,1461340.0,0.0,0.0,78050350.0
2018-11,건강보험 외래,191.0,14932840.0,2642500.0,244550.0,0.0,12290340.0
2018-11,건강보험 입원,96.0,310682830.0,15614270.0,0.0,0.0,295068560.0
2018-11,의료급여 외래,50.0,3891160.0,34040.0,0.0,0.0,3857120.0
2018-11,의료급여 입원,31.0,80608430.0,1412340.0,0.0,0.0,79196090.0
2018-12,건강보험 외래,182.0,14710460.0,2373000.0,71870.0,0.0,12337460.0
2018-12,건강보험 입원,101.0,320475540.0,15627090.0,0.0,0.0,304848450.0
2018-12,의료급여 외래,36.0,6833940.0,42850.0,0.0,0.0,6791090.0
2018-12,의료급여 입원,29.0,80364890.0,1532730.0,0.0,0.0,78832160.0
2019-01,건강보험 외래,192.0,15785840.0,2262500.0,0.0,0.0,13523340.0
2019-01,건강보험 입원,102.0,348257530.0,17364160.0,0.0,0.0,330893370.0
2019-01,의료급여 외래,33.0,8569500.0,29140.0,0.0,0.0,8540360.0
2019-01,의료급여 입원,31.0,101071960.0,1596290.0,0.0,0.0,99475670.0
2019-02,건강보험 외래,162.0,12975320.0,1729600.0,188660.0,0.0,11245720.0
2019-02,건강보험 입원,105.0,320819920.0,15918110.0,0.0,0.0,304901810.0
2019-02,의료급여 외래,27.0,10447960.0,26110.0,0.0,0.0,10421850.0
2019-02,의료급여 입원,23.0,58517320.0,1061660.0,0.0,0.0,57455660.0
2019-03,건강보험 외래,188.0,16409980.0,1827700.0,0.0,0.0,14582280.0
2019-03,건강보험 입원,99.0,326423380.0,19009770.0,0.0,0.0,307413610.0
2019-03,의료급여 외래,34.0,16672520.0,36590.0,0.0,0.0,16635930.0
2019-03,의료급여 입원,26.0,77053610.0,1340780.0,0.0,0.0,75712830.0
2019-04,건강보험 외래,206.0,20600820.0,2914000.0,17100.0,0.0,17686820.0
2019-04,건강보험 입원,92.0,308062350.0,16972510.0,0.0,0.0,291089840.0
2019-04,의료급여 외래,41.0,12361960.0,37330.0,0.0,0.0,12324630.0
2019-04,의료급여 입원,30.0,75299760.0,1400750.0,0.0,0.0,73899010.0
2019-05,건강보험 외래,239.0,23340630.0,3030500.0,146060.0,0.0,20310130.0
2019-05,건강보험 입원,85.0,263420490.0,16299170.0,0.0,0.0,247121320.0
2019-05,의료급여 외래,34.0,13178540.0,25170.0,0.0,0.0,13153370.0
2019-05,의료급여 입원,30.0,88000180.0,1581160.0,0.0,0.0,86419020.0
2019-06,건강보험 외래,198.0,18508440.0,2511900.0,62200.0,0.0,15996540.0
2019-06,건강보험 입원,78.0,223172160.0,14236090.0,0.0,0.0,208936070.0
2019-06,의료급여 외래,35.0,9755900.0,46950.0,0.0,0.0,9708950.0
2019-06,의료급여 입원,31.0,86647360.0,1884760.0,0.0,0.0,84762600.0
2019-07,건강보험 외래,215.0,19973910.0,2295900.0,0.0,0.0,17678010.0
2019-07,건강보험 입원,76.0,255708370.0,14313490.0,0.0,0.0,241394880.0
2019-07,의료급여 외래,57.0,14732880.0,42400.0,0.0,0.0,14690480.0
2019-07,의료급여 입원,35.0,92659460.0,1785600.0,0.0,0.0,90873860.0
2019-08,건강보험 외래,218.0,20451580.0,2905200.0,48580.0,0.0,17546380.0
2019-08,건강보험 입원,79.0,244268250.0,13942090.0,0.0,0.0,230326160.0
2019-08,의료급여 외래,41.0,13232980.0,29730.0,0.0,0.0,13203250.0
2019-08,의료급여 입원,36.0,129748820.0,2076070.0,0.0,0.0,127672750.0
2019-09,건강보험 외래,206.0,18264880.0,2601400.0,0.0,0.0,15663480.0
2019-09,건강보험 입원,87.0,276970780.0,14624010.0,0.0,0.0,262346770.0
2019-09,의료급여 외래,30.0,6985370.0,23340.0,0.0,0.0,6962030.0
2019-09,의료급여 입원,35.0,129719250.0,2226000.0,0.0,0.0,127493250.0
2019-10,건강보험 외래,207.0,19540030.0,2285800.0,0.0,0.0,17254230.0
2019-10,건강보험 입원,86.0,285071180.0,15826380.0,0.0,0.0,269244800.0
2019-10,의료급여 외래,42.0,17265350.0,94480.0,0.0,0.0,17170870.0
2019-10,의료급여 입원,35.0,145511230.0,2245330.0,0.0,0.0,143265900.0
2019-11,건강보험 외래,166.0,15017520.0,1779000.0,197840.0,0.0,13238520.0
2019-11,건강보험 입원,76.0,282220370.0,14268910.0,0.0,0.0,267951460.0
2019-11,의료급여 외래,35.0,12281260.0,26320.0,0.0,0.0,12254940.0
2019-11,의료급여 입원,34.0,127397620.0,2187180.0,0.0,0.0,125210440.0
2019-12,건강보험 외래,192.0,15832790.0,2414000.0,0.0,0.0,13418790.0
2019-12,건강보험 입원,69.0,226578370.0,12576710.0,0.0,0.0,214001660.0
2019-12,의료급여 외래,33.0,11295550.0,10340.0,0.0,0.0,11285210.0
2019-12,의료급여 입원,33.0,124794530.0,2179400.0,0.0,0.0,122615130.0
2020-01,건강보험 외래,201.0,18018130.0,2764900.0,0.0,0.0,15253230.0
2020-01,건강보험 입원,58.0,221503110.0,11663450.0,0.0,0.0,209839660.0
2020-01,의료급여 외래,32.0,5046900.0,12050.0,0.0,0.0,5034850.0
2020-01,의료급여 입원,40.0,119289340.0,2050720.0,0.0,0.0,117238620.0
2020-02,건강보험 외래,200.0,15805290.0,1788000.0,0.0,52400.0,13964890.0
2020-02,건강보험 입원,58.0,206788150.0,10562530.0,0.0,0.0,196225620.0
2020-02,의료급여 외래,37.0,7558840.0,4500.0,0.0,0.0,7554340.0
2020-02,의료급여 입원,32.0,114642070.0,1613550.0,0.0,0.0,113028520.0
2020-03,건강보험 외래,15.0,1117780.0,105400.0,0.0,0.0,1012380.0
2020-03,건강보험 입원,105.0,810540360.0,170840320.0,0.0,0.0,639700040.0
2020-03,의료급여 외래,1.0,49980.0,0.0,0.0,0.0,49980.0
2020-03,의료급여 입원,43.0,134571910.0,6508220.0,0.0,0.0,128063690.0
2020-04,건강보험 외래,14.0,319910.0,30100.0,0.0,0.0,289810.0
2020-04,건강보험 입원,13.0,75317410.0,13421680.0,0.0,1660800.0,60234930.0
2020-04,의료급여 외래,1.0,11530.0,0.0,0.0,0.0,11530.0
2020-04,의료급여 입원,59.0,506149100.0,6224460.0,0.0,0.0,499924640.0
2020-05,건강보험 외래,74.0,7218010.0,1126900.0,0.0,0.0,6091110.0
2020-05,건강보험 입원,20.0,27734320.0,1170240.0,0.0,0.0,26564080.0
2020-05,의료급여 외래,15.0,1681420.0,19560.0,0.0,0.0,1661860.0
2020-05,의료급여 입원,12.0,15953160.0,244730.0,0.0,0.0,15708430.0
2020-06,건강보험 외래,108.0,10941570.0,1888700.0,49270.0,0.0,9052870.0
2020-06,건강보험 입원,43.0,126289090.0,6718110.0,0.0,0.0,119570980.0
2020-06,의료급여 외래,27.0,2429930.0,35260.0,0.0,0.0,2394670.0
2020-06,의료급여 입원,18.0,54562520.0,995000.0,0.0,0.0,53567520.0
2020-07,건강보험 외래,113.0,10046310.0,1830200.0,147810.0,0.0,8216110.0
2020-07,건강보험 입원,51.0,172750450.0,8795820.0,0.0,0.0,163954630.0
2020-07,의료급여 외래,26.0,2270040.0,25940.0,0.0,0.0,2244100.0
2020-07,의료급여 입원,24.0,70825570.0,1354770.0,0.0,0.0,69470800.0
2020-08,건강보험 외래,129.0,12511930.0,2121400.0,0.0,0.0,10390530.0
2020-08,건강보험 입원,56.0,214430250.0,9346780.0,0.0,0.0,205083470.0
2020-08,의료급여 외래,16.0,1853200.0,63130.0,0.0,0.0,1790070.0
2020-08,의료급여 입원,28.0,104221310.0,1903900.0,0.0,0.0,102317410.0
2020-09,건강보험 외래,124.0,11817400.0,1953100.0,0.0,0.0,9864300.0
2020-09,건강보험 입원,48.0,192199220.0,9169320.0,0.0,0.0,183029900.0
2020-09,의료급여 외래,26.0,2642110.0,36480.0,0.0,0.0,2605630.0
2020-09,의료급여 입원,28.0,98671030.0,1873450.0,0.0,0.0,96797580.0
