파일명,컬럼명,null 수,범주값 길이(고정/가변),상이값 수,유일값 수,최빈값(mode),값 중복도 평균,최댓값,최솟값,평균(mean),중앙값(median),1분위수(1Q),3분위수(3Q),IQR,분산(variance),표준편차(standard deviation),범위(range),왜도(skewness),첨도(kurtosis)
102_질병관리청_인체유래물은행현황_20240901.csv,소 재 지,0,가변,82,82,경상남도 양산시 물금읍 금오로 20,1.048780487804878,,,,,,,,,,,,
103_전라남도_장애인센터현황_20240909.csv,구분,0,가변,7,7,장애인지원센터,23.714285714285715,,,,,,,,,,,,
103_전라남도_장애인센터현황_20240909.csv,기관명,0,가변,166,166,강진군수어통역센터,1.0,,,,,,,,,,,,
103_전라남도_장애인센터현황_20240909.csv,주소,0,가변,150,150,전라남도 보성군 보성읍 현충로 186,1.1066666666666667,,,,,,,,,,,,
103_전라남도_장애인센터현황_20240909.csv,우편번호,0,,116,116,58263,1.4310344827586208,59732.0,57023.0,58462.138554216865,58526.5,57909.5,59039.75,1130.25,586136.9685651698,765.5958258540663,2709.0,-0.07540770288224692,-0.8914391628607796
103_전라남도_장애인센터현황_20240909.csv,전화번호,0,가변,158,158,061-278-2165,1.0506329113924051,,,,,,,,,,,,
104_근로복지공단_소속병원진료현황통계_소속병원 산재입원환자 요양기간별 현황_20231231.csv,년도,0,,10,10,2014,10.0,2023.0,2014.0,2018.5,2018.5,2016.0,2021.0,5.0,8.333333333333334,2.886751345948129,9.0,0.0,-1.2252472122869764
104_근로복지공단_소속병원진료현황통계_소속병원 산재입원환자 요양기간별 현황_20231231.csv,병원,0,고정,10,10,경 기,10.0,,,,,,,,,,,,
104_근로복지공단_소속병원진료현황통계_소속병원 산재입원환자 요양기간별 현황_20231231.csv,구분,0,고정,1,1,입 원,100.0,,,,,,,,,,,,
104_근로복지공단_소속병원진료현황통계_소속병원 산재입원환자 요양기간별 현황_20231231.csv,6월미만(명),0,,39,39,5,2.5641025641025643,60.0,0.0,22.44,21.0,11.75,33.0,21.25,204.30949494949493,14.29368724120879,60.0,0.33078031187015633,-0.5845708625565718
104_근로복지공단_소속병원진료현황통계_소속병원 산재입원환자 요양기간별 현황_20231231.csv,1년미만,0,,41,41,3,2.4390243902439024,50.0,0.0,19.53,18.5,9.0,29.25,20.25,162.11020202020197,12.732250469583214,50.0,0.4079777422669856,-0.8039392081980079
104_근로복지공단_소속병원진료현황통계_소속병원 산재입원환자 요양기간별 현황_20231231.csv,2년미만,0,,42,42,8,2.380952380952381,56.0,0.0,19.53,18.0,10.0,27.0,17.0,143.4031313131313,11.975104647272662,56.0,0.6945412415844615,0.06383222561407997
104_근로복지공단_소속병원진료현황통계_소속병원 산재입원환자 요양기간별 현황_20231231.csv,3년미만,0,,25,25,8,4.0,30.0,2.0,10.74,9.5,6.0,13.0,7.0,38.17414141414138,6.178522591537671,28.0,1.224289698066904,1.459798222485968
104_근로복지공단_소속병원진료현황통계_소속병원 산재입원환자 요양기간별 현황_20231231.csv,5년미만,0,,32,32,15,3.125,40.0,0.0,13.79,13.0,7.0,17.25,10.25,77.96555555555554,8.829810618328999,40.0,0.8984291960055902,0.7436035102935468
104_근로복지공단_소속병원진료현황통계_소속병원 산재입원환자 요양기간별 현황_20231231.csv,10년미만,0,,55,55,0,1.8181818181818181,116.0,0.0,29.21,24.5,13.0,43.0,30.0,497.8645454545459,22.31287846635987,116.0,1.1516117589019417,1.859280322565779
104_근로복지공단_소속병원진료현황통계_소속병원 산재입원환자 요양기간별 현황_20231231.csv,10년이상,0,,65,65,0,1.5384615384615385,156.0,0.0,59.47,59.5,22.0,92.25,70.25,1692.6556565656565,41.14189660875707,156.0,0.17679326246052993,-0.8602879048009422
105_질병관리청 국립마산병원_진료비 청구 현황_20230930.csv,진료년월,0,고정,117,117,2014-01,4.0,,,,,,,,,,,,
105_질병관리청 국립마산병원_진료비 청구 현황_20230930.csv,서식,0,고정,4,4,건강보험 외래,117.0,,,,,,,,,,,,
105_질병관리청 국립마산병원_진료비 청구 현황_20230930.csv,인원(청구건수),0,,193,193,19.0,2.4248704663212437,419.0,0.0,88.08760683760684,58.0,32.0,121.25,89.25,6311.750338585985,79.44652502523937,419.0,1.3597069077787336,1.4108488155707444
105_질병관리청 국립마산병원_진료비 청구 현황_20230930.csv,요양급여총액,0,,463,463,0.0,1.0107991360691144,912394580.0,0.0,86983966.77350427,19548670.0,5576860.0,124521740.0,118944880.0,1.4448908635483338e+16,120203613.23805262,912394580.0,2.780689704663882,12.187662714307962
105_질병관리청 국립마산병원_진료비 청구 현황_20230930.csv,본인부담(B),0,,422,422,0.0,1.1090047393364928,198233570.0,0.0,7607222.414529915,1612090.0,41475.0,3874400.0,3832925.0,411828120348875.7,20293548.737194184,198233570.0,6.061214744539548,45.00588411541058
105_질병관리청 국립마산병원_진료비 청구 현황_20230930.csv,지원금,0,,102,102,0.0,4.588235294117647,843550.0,0.0,82683.63247863248,0.0,0.0,0.0,0.0,37846142462.57971,194540.85036973524,843550.0,2.316062335936824,4.0133562100455755
105_질병관리청 국립마산병원_진료비 청구 현황_20230930.csv,장애인(C),0,,27,27,0.0,17.333333333333332,1660800.0,0.0,7271.153846153846,0.0,0.0,0.0,0.0,6689395418.365986,81788.72427398527,1660800.0,18.167319750209156,360.7887067994752
105_질병관리청 국립마산병원_진료비 청구 현황_20230930.csv,청구금액(D),0,,462,462,0.0,1.0129870129870129,714161010.0,0.0,79186751.21794872,16486260.0,4577370.0,119678715.0,115101345.0,1.0794492697412622e+16,103896548.0534008,714161010.0,2.2429573282630906,7.67403208046421
106_국립암센터_24개종 암 유병률_20231228.csv,기준연도,0,,1,1,2021,75.0,2021.0,2021.0,2021.0,2021.0,2021.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0
106_국립암센터_24개종 암 유병률_20231228.csv,성별,0,가변,3,3,남녀전체,25.0,,,,,,,,,,,,
106_국립암센터_24개종 암 유병률_20231228.csv,국제질병분류,0,가변,25,25,C00-C14,3.0,,,,,,,,,,,,
106_국립암센터_24개종 암 유병률_20231228.csv,암종,0,가변,25,25,간,3.0,,,,,,,,,,,,
106_국립암센터_24개종 암 유병률_20231228.csv,유병자수,0,,66,66,0,1.1363636363636365,2434089.0,0.0,129818.08,27510.0,9061.5,87608.0,78546.5,118787936713.80432,344656.2587764863,2434089.0,5.083254368836794,29.440781100266044
106_국립암센터_24개종 암 유병률_20231228.csv,조유병률,0,,70,70,3.0,1.0,5313.3,3.0,406.3385714285714,82.55,35.175,316.6,281.425,955373.7876211177,977.4322419590617,5310.3,4.049821855173805,16.553214008768716
106_국립암센터_24개종 암 유병률_20231228.csv,연령표준화유병률,0,,70,70,2.6,1.0,4995.9,2.6,402.2199999999999,77.19999999999999,32.5,311.475,278.975,929333.1430724637,964.0192648865808,4993.299999999999,3.9866468542969757,15.837027345200514
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,기준연도,0,,11,11,2013,1.0,2023.0,2013.0,2018.0,2018.0,2015.5,2020.5,5.0,11.0,3.3166247903554,10.0,0.0,-1.2000000000000002
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,현재흡연율,0,,11,11,18.8,1.0,26.7,18.8,22.19090909090909,21.8,20.3,23.950000000000003,3.650000000000002,7.188909090909088,2.681214107621599,7.899999999999999,0.5174460930253104,-0.8869977508770845
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,남자현재흡연율,0,,11,11,34.3,1.0,49.3,34.3,41.06363636363636,40.6,36.5,44.55,8.049999999999997,27.144545454545455,5.21004274978099,15.0,0.3719540180506519,-1.1165435044962506
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,월간음주율,0,,11,11,53.8,1.0,64.7,53.8,59.099999999999994,58.8,56.5,61.599999999999994,5.099999999999994,11.564000000000004,3.400588184417514,10.900000000000006,-0.004139923118837319,-0.8983486663665103
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,고위험음주율,0,,9,9,14.0,1.2222222222222223,17.2,13.0,14.8,14.1,13.9,15.75,1.8499999999999996,2.145999999999999,1.4649232061783986,4.199999999999999,0.7296651330503882,-0.7801491435839236
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,중등도 이상 신체활동 실천율,0,,11,11,0.0,1.0,26.7,0.0,21.709090909090904,24.7,21.4,25.65,4.25,59.302909090909075,7.700838207033639,26.7,-2.6407929885132613,7.513198534734927
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,걷기 실천율,0,,10,10,35.4,1.1,41.0,28.3,35.49090909090909,35.3,33.8,37.4,3.6000000000000014,14.02690909090909,3.7452515390703853,12.7,-0.133583021509621,0.15915153267197812
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,건강생활신청율,0,,11,11,20.5,1.0,29.2,20.5,24.963636363636365,25.0,23.55,26.25,2.6999999999999993,7.540545454545452,2.7460053631676415,8.7,-0.0398629915612529,-0.4002236334637228
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,비만율(자가보고),0,,10,10,28.3,1.1,36.5,0.0,29.0,29.5,28.3,35.5,7.199999999999999,104.774,10.235917154803472,36.5,-2.621727323593972,7.80525902329576
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,연간 체중조절 시도율,0,,11,11,54.0,1.0,74.6,54.0,64.50909090909092,62.7,61.85,67.5,5.649999999999999,30.216909090909088,5.496990912390986,20.599999999999994,0.06458051530576622,0.7443192801081002
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,아침식사 실천율,0,,5,5,0.0,2.2,49.3,0.0,21.236363636363635,0.0,0.0,46.3,46.3,596.5705454545454,24.42479366247636,49.3,0.22028281572394287,-2.4259513294198767
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,영양표시 활용률,0,,11,11,0.0,1.0,89.9,0.0,76.55454545454546,83.9,79.7,87.9,8.200000000000003,666.6287272727274,25.819154271058675,89.9,-3.121873807625814,10.046828673978698
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,스트레스 인지율,0,,11,11,23.2,1.0,30.4,23.2,26.4,25.8,24.75,28.25,3.5,6.133999999999998,2.4766913412857883,7.199999999999999,0.4369485614921596,-1.0932399963472017
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,우울감 경험률,0,,10,10,5.7,1.1,7.9,4.3,5.70909090909091,5.7,4.85,6.300000000000001,1.450000000000001,1.1369090909090913,1.0662593919441419,3.6000000000000005,0.5562354907719366,0.3277333431474805
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,어제 점심식사 후 칫솔질 실천율,0,,9,9,53.2,1.2222222222222223,66.1,0.0,52.91818181818183,58.2,53.2,62.25,9.049999999999997,341.22363636363633,18.472239614178793,66.1,-2.752513734143486,8.30164420343447
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,주관적 건강인지율,0,,10,10,41.6,1.1,59.8,40.7,47.42727272727273,46.4,42.7,50.7,8.0,34.0201818181818,5.832682214743214,19.099999999999994,0.838011902367148,0.44285619629107487
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,동승차량 뒷좌석 안전벨트 착용률,0,,11,11,0.0,1.0,17.3,0.0,9.709090909090909,9.9,6.0,14.05,8.05,32.096909090909094,5.665413408649813,17.3,-0.2545655557544226,-0.856835631839242
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,자동차 또는 오토바이 운전자의 연간 음주운전 경험률,0,,11,11,2.5,1.0,18.3,2.5,7.736363636363635,8.5,3.0,10.55,7.550000000000001,24.42454545454546,4.942119530580524,15.8,0.8006025483439858,0.5092991455935989
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,혈압수치 인지율,0,,11,11,0.0,1.0,66.5,0.0,49.66363636363637,54.6,47.55,61.3,13.75,350.34254545454553,18.717439607343348,66.5,-2.138374046408537,5.205376028682182
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,고혈압 진단 경험률(30세 이상),0,,9,9,18.6,1.2222222222222223,21.2,18.1,19.527272727272727,19.7,18.6,20.35,1.75,1.0941818181818177,1.0460314613728487,3.099999999999998,0.03284078857082084,-1.2591555399161996
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,고혈압 진단 경험자(30세 이상)의 치료율,0,,10,10,93.7,1.1,94.4,84.2,90.34545454545456,91.6,87.15,93.7,6.549999999999997,15.412727272727272,3.925904643865828,10.200000000000003,-0.4870584472410444,-1.557134715564298
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,혈당수치 인지율,0,,11,11,0.0,1.0,31.6,0.0,17.88181818181818,18.3,13.4,23.95,10.549999999999999,81.80363636363639,9.044536271342848,31.6,-0.41038824330934437,0.22687956438653334
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,당뇨병 진단 경험률(30세 이상),0,,10,10,6.2,1.1,8.0,5.7,6.627272727272726,6.5,6.2,7.0,0.7999999999999998,0.454181818181818,0.6739301285606825,2.3,0.6577258634124244,0.19670420083064855
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,당뇨병 진단 경함자(30세 이상)의 치료율,0,,11,11,80.6,1.0,96.6,80.6,88.83636363636363,88.2,86.05,93.1,7.049999999999997,28.21254545454544,5.3115483104783525,16.0,-0.21867030997078302,-0.8825307921264742
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,뇌졸중(중풍) 조기증상 인지율,0,,8,8,0.0,1.375,76.4,0.0,44.218181818181826,63.1,0.0,72.80000000000001,72.80000000000001,1253.4796363636365,35.40451435006045,76.4,-0.5908274286066895,-1.9408578266789744
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,심근경색증 조기증상 인지율,0,,7,7,0.0,1.5714285714285714,71.1,0.0,39.29090909090908,54.9,0.0,65.05,65.05,1006.9049090909087,31.731764985435472,71.1,-0.5313063230268168,-1.918465999641369
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,비고,0,고정,1,1,값이 없는 경우 미조사,11.0,,,,,,,,,,,,
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,담당부서,0,고정,1,1,건강관리과,11.0,,,,,,,,,,,,
107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,데이터기준일자,0,고정,1,1,2024-02-27,11.0,,,,,,,,,,,,
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,연령대,0,고정,8,8,30~34세,8.0,,,,,,,,,,,,
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,성별,0,고정,2,2,남,32.0,,,,,,,,,,,,
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,질환,0,가변,4,4,고혈압,16.0,,,,,,,,,,,,
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,BMI(kg/m2),0,,49,49,0.0,1.3061224489795917,29.5,0.0,19.01625,24.07,20.8275,25.57,4.7425,115.33790952380956,10.739548851036973,29.5,-1.1934085204255107,-0.44569286367432026
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,근육량(kg),0,,47,47,0.0,1.3617021276595744,60.3,0.0,32.54046875,38.89,0.0,46.93,46.93,432.0111759672618,20.784878541075525,60.3,-0.7340213857251121,-0.9927602280474659
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,체지방량(kg),0,,48,48,0.0,1.3333333333333333,32.4,0.0,14.7828125,17.835,11.075000000000001,20.525,9.449999999999998,84.90464275793649,9.21437153353046,32.4,-0.5920002610728519,-0.7709577761078967
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,체지방률(%),0,,48,48,0.0,1.3333333333333333,41.4,0.0,22.013906249999998,26.4,16.075,32.1475,16.0725,179.9508241815477,13.414575065261952,41.4,-0.7693408211099113,-0.8969062874168565
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,복부둘레(cm),0,,38,38,0.0,1.6842105263157894,102.2,0.0,48.914531249999996,78.6,0.0,85.085,85.085,1795.745406125993,42.37623633743319,102.2,-0.28465922063616284,-1.9227497742981086
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,복부지방률(%),0,,15,15,0.0,4.266666666666667,0.96,0.0,0.673125,0.86,0.8125,0.89,0.07750000000000001,0.14188849206349202,0.37668088890132456,0.96,-1.2589927094633766,-0.3863817458843912
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,내장지방(cm2),0,,47,47,0.0,1.3617021276595744,122.15,0.0,26.501093750000003,17.45,0.75,44.2475,43.4975,850.4748829117066,29.162902511782097,122.15,1.341733196357193,1.5943998780010302
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,BMI(kg/m2).1,0,,46,46,0.0,1.391304347826087,29.15,0.0,18.881875,23.869999999999997,20.8975,25.405,4.5075,113.51249801587305,10.654224421133293,29.15,-1.1991379338900061,-0.43905853175765364
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,근육량(kg).1,0,,47,47,0.0,1.3617021276595744,61.2,0.0,32.41671875,39.125,0.0,47.2,47.2,429.66814937996037,20.72843817994883,61.2,-0.7260646435290695,-0.9909344438262391
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,체지방량(kg).1,0,,49,49,0.0,1.3061224489795917,32.45,0.0,14.65078125,17.86,10.975,20.36,9.385,82.68055652281747,9.092884939490737,32.45,-0.6135556457588354,-0.7572671903077213
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,체지방률(%).1,0,,49,49,0.0,1.3061224489795917,41.9,0.0,21.970156250000002,26.35,16.1,32.1425,16.042499999999997,179.00580473710323,13.379305091711723,41.9,-0.7697742325546418,-0.8877949219286245
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,복부둘레(cm).1,0,,44,44,0.0,1.4545454545454546,100.75,0.0,56.919062499999995,81.325,0.0,85.3075,85.3075,1626.4809895833332,40.329653973017585,100.75,-0.709958136980154,-1.4818023784544185
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,복부지방률(%).1,0,,15,15,0.0,4.266666666666667,0.97,0.0,0.67359375,0.86,0.82,0.89,0.07000000000000006,0.14204561011904765,0.3768893871138423,0.97,-1.2600675883049344,-0.3855069496011314
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,내장지방(cm2).1,0,,47,47,0.0,1.3617021276595744,123.85,0.0,26.38375,16.63,0.75,44.28,43.53,847.2196523809529,29.107037849649917,123.85,1.3534983617686076,1.6639495482828046
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,BMI(kg/m2).2,0,,38,38,0.0,1.6842105263157894,2.02,-5.29,-0.5159374999999999,-0.185,-0.81,0.0,0.81,1.0792752976190472,1.0388817534344548,7.3100000000000005,-2.2141155306299805,9.259267456078785
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,근육량(kg).2,0,,38,38,0.0,1.6842105263157894,2.0,-3.28,-0.29515625,0.0,-0.7424999999999999,0.0,0.7424999999999999,0.7723936259920634,0.8788592754201684,5.279999999999999,-0.3029342210605237,2.3682631488219927
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,체지방량(kg).2,0,,40,40,0.0,1.6,3.39,-6.77,-0.5515625,0.0,-1.165,0.0,1.165,2.570251488095239,1.6032003892512126,10.16,-1.3619507058640767,4.646832379017461
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,체지방률(%).2,0,,40,40,0.0,1.6,3.35,-6.05,-0.1146875,0.0,-0.4675,0.1675,0.635,1.7416919642857158,1.3197317774024069,9.4,-1.9266877596492953,9.147917864861125
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,복부둘레(cm).2,0,,33,33,0.0,1.9393939393939394,7.57,-3.35,0.05578125000000003,0.0,-0.54,0.0,0.54,3.553373983134922,1.885039517658694,10.92,1.8662079413198898,5.518255961376917
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,복부지방률(%).2,0,,26,26,0.0,2.4615384615384617,1.57,-1.11,0.07765624999999998,0.0,0.0,0.1475,0.1475,0.2736182291666668,0.5230852981748453,2.68,0.3808976882794914,1.4859732659406584
108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,내장지방(cm2).2,0,,35,35,0.0,1.8285714285714285,3.69,-12.5,-0.536875,0.0,-0.5425,0.0,0.5425,6.159967857142857,2.4819282538266205,16.19,-2.762807944367107,10.104294781786606
109_국립암센터 호스피스완화의료 전문기관 리스트_20170412.csv,기관명,0,가변,78,78,가천대길병원,1.0,,,,,,,,,,,,
109_국립암센터 호스피스완화의료 전문기관 리스트_20170412.csv,기관종류,0,가변,4,4,종합병원,19.5,,,,,,,,,,,,
109_국립암센터 호스피스완화의료 전문기관 리스트_20170412.csv,지역,0,고정,16,16,경기,4.875,,,,,,,,,,,,
109_국립암센터 호스피스완화의료 전문기관 리스트_20170412.csv,우편번호,0,,78,78,1812,1.0,63241.0,1812.0,31127.089743589742,30438.0,14046.5,49173.75,35127.25,389655490.7061272,19739.693277914103,61429.0,0.07862298579239273,-1.4366599263096766
109_국립암센터 호스피스완화의료 전문기관 리스트_20170412.csv,주소,0,가변,78,78,강원도 강릉시 임영로163번길 24-8,1.0,,,,,,,,,,,,
109_국립암센터 호스피스완화의료 전문기관 리스트_20170412.csv,상세주소,0,가변,78,78,(대청동4가),1.0,,,,,,,,,,,,
109_국립암센터 호스피스완화의료 전문기관 리스트_20170412.csv,문의전화,0,가변,78,78,02-2036-0419,1.0,,,,,,,,,,,,
10_한국환경공단_수질오염 방제정보_수질오염 사고현황_20240718.csv,신고일시,0,가변,748,748,2021-06-12 17:00,1.0614973262032086,,,,,,,,,,,,
10_한국환경공단_수질오염 방제정보_수질오염 사고현황_20240718.csv,접수일시,0,가변,766,766,2021-03-21 9:00,1.0365535248041775,,,,,,,,,,,,
10_한국환경공단_수질오염 방제정보_수질오염 사고현황_20240718.csv,수계,0,가변,4,4,낙동강,195.0,,,,,,,,,,,,
10_한국환경공단_수질오염 방제정보_수질오염 사고현황_20240718.csv,지원여부,0,고정,2,2,Y,366.0,,,,,,,,,,,,
10_한국환경공단_수질오염 방제정보_수질오염 사고현황_20240718.csv,주소,0,가변,698,698,경상북도 성주군 선남면 선원리,1.1289398280802292,,,,,,,,,,,,
10_한국환경공단_수질오염 방제정보_수질오염 사고현황_20240718.csv,상세주소,0,가변,369,369,제일모직 김포물류센터,1.084010840108401,,,,,,,,,,,,
10_한국환경공단_수질오염 방제정보_수질오염 사고현황_20240718.csv,등록일시,0,가변,627,627,2017-03-13 16:15,1.0079744816586922,,,,,,,,,,,,
10_한국환경공단_수질오염 방제정보_수질오염 사고현황_20240718.csv,수정일자,0,가변,539,539,2023-04-18 9:10,1.1725417439703154,,,,,,,,,,,,
10_한국환경공단_수질오염 방제정보_수질오염 사고현황_20240718.csv,삭제여부,0,고정,2,2,N,397.0,,,,,,,,,,,,
10_한국환경공단_수질오염 방제정보_수질오염 사고현황_20240718.csv,첨부파일,0,고정,7,7,FILE_000000000007137,1.0,,,,,,,,,,,,
