fk_table,fk_column,pk_table,pk_column,fk_unique_count,pk_unique_count,matching_unique_count,non_matching_unique_count,fk_match_percentage,pk_match_percentage
customer_list,SID,store,manager_staff_id,2,2,2,0,100.0,100.0
customer_list,SID,inventory,film_id,2,958,2,0,100.0,0.20876826722338201
customer_list,SID,payment,customer_id,2,599,2,0,100.0,0.333889816360601
film,film_id,inventory,inventory_id,1000,4581,1000,0,100.0,21.829294913774287
film,release_year,inventory,inventory_id,1,4581,1,0,100.0,0.021829294913774284
film,release_year,payment,payment_id,1,16044,1,0,100.0,0.006232859636000998
film,language_id,customer,customer_id,1,599,1,0,100.0,0.1669449081803005
film,language_id,inventory,inventory_id,1,4581,1,0,100.0,0.021829294913774284
film,language_id,payment,payment_id,1,16044,1,0,100.0,0.006232859636000998
film,language_id,staff,store_id,1,2,1,0,100.0,50.0
film,language_id,staff,staff_id,1,2,1,0,100.0,50.0
film,language_id,staff_list,ID,1,2,1,0,100.0,50.0
film,language_id,staff_list,SID,1,2,1,0,100.0,50.0
film,language_id,store,store_id,1,2,1,0,100.0,50.0
film,language_id,store,address_id,1,2,1,0,100.0,50.0
film,language_id,store,manager_staff_id,1,2,1,0,100.0,50.0
film,language_id,inventory,film_id,1,958,1,0,100.0,0.10438413361169101
film,language_id,payment,customer_id,1,599,1,0,100.0,0.1669449081803005
film,rental_duration,customer,customer_id,5,599,5,0,100.0,0.8347245409015025
film,rental_duration,inventory,inventory_id,5,4581,5,0,100.0,0.10914647456887142
film,rental_duration,payment,payment_id,5,16044,5,0,100.0,0.031164298180004983
film,rental_duration,inventory,film_id,5,958,5,0,100.0,0.5219206680584552
film,rental_duration,payment,customer_id,5,599,5,0,100.0,0.8347245409015025
film,length,customer,customer_id,140,599,140,0,100.0,23.372287145242073
film,length,customer,address_id,140,599,140,0,100.0,23.372287145242073
film,length,inventory,inventory_id,140,4581,140,0,100.0,3.0561012879283997
film,length,payment,payment_id,140,16044,140,0,100.0,0.8726003490401396
film,length,payment,customer_id,140,599,140,0,100.0,23.372287145242073
film,rating,customer,customer_id,5,599,5,0,100.0,0.8347245409015025
film,special_features,customer,customer_id,15,599,15,0,100.0,2.5041736227045077
film_actor,actor_id,customer,customer_id,200,599,200,0,100.0,33.3889816360601
film_actor,actor_id,inventory,inventory_id,200,4581,200,0,100.0,4.365858982754857
film_actor,actor_id,payment,payment_id,200,16044,200,0,100.0,1.2465719272001994
film_actor,actor_id,payment,customer_id,200,599,200,0,100.0,33.3889816360601
film_actor,film_id,inventory,inventory_id,997,4581,997,0,100.0,21.76380702903296
film_category,film_id,inventory,inventory_id,1000,4581,1000,0,100.0,21.829294913774287
film_category,category_id,customer,customer_id,16,599,16,0,100.0,2.671118530884808
film_category,category_id,inventory,inventory_id,16,4581,16,0,100.0,0.34926871862038855
film_category,category_id,payment,payment_id,16,16044,16,0,100.0,0.09972575417601597
film_category,category_id,payment,customer_id,16,599,16,0,100.0,2.671118530884808
film_list,FID,inventory,inventory_id,1000,4581,1000,0,100.0,21.829294913774287
film_list,length,customer,customer_id,140,599,140,0,100.0,23.372287145242073
film_list,length,customer,address_id,140,599,140,0,100.0,23.372287145242073
film_list,length,inventory,inventory_id,140,4581,140,0,100.0,3.0561012879283997
film_list,length,payment,payment_id,140,16044,140,0,100.0,0.8726003490401396
film_list,length,payment,customer_id,140,599,140,0,100.0,23.372287145242073
film_list,rating,customer,customer_id,5,599,5,0,100.0,0.8347245409015025
film_list,rating,inventory,inventory_id,5,4581,5,0,100.0,0.10914647456887142
film_list,rating,inventory,film_id,5,958,5,0,100.0,0.5219206680584552
film_list,rating,payment,customer_id,5,599,5,0,100.0,0.8347245409015025
film_text,film_id,inventory,inventory_id,1000,4581,1000,0,100.0,21.829294913774287
inventory,film_id,inventory,inventory_id,958,4581,958,0,100.0,20.912464527395766
inventory,store_id,customer,customer_id,2,599,2,0,100.0,0.333889816360601
inventory,store_id,inventory,inventory_id,2,4581,2,0,100.0,0.04365858982754857
inventory,store_id,payment,payment_id,2,16044,2,0,100.0,0.012465719272001996
inventory,store_id,staff,store_id,2,2,2,0,100.0,100.0
inventory,store_id,staff,staff_id,2,2,2,0,100.0,100.0
inventory,store_id,staff_list,ID,2,2,2,0,100.0,100.0
inventory,store_id,staff_list,SID,2,2,2,0,100.0,100.0
inventory,store_id,store,store_id,2,2,2,0,100.0,100.0
inventory,store_id,store,address_id,2,2,2,0,100.0,100.0
inventory,store_id,store,manager_staff_id,2,2,2,0,100.0,100.0
inventory,store_id,inventory,film_id,2,958,2,0,100.0,0.20876826722338201
inventory,store_id,payment,customer_id,2,599,2,0,100.0,0.333889816360601
language,language_id,customer,customer_id,6,599,6,0,100.0,1.001669449081803
language,language_id,inventory,inventory_id,6,4581,6,0,100.0,0.13097576948264572
language,language_id,payment,payment_id,6,16044,6,0,100.0,0.037397157816005985
language,language_id,inventory,film_id,6,958,6,0,100.0,0.6263048016701461
language,language_id,payment,customer_id,6,599,6,0,100.0,1.001669449081803
nicer_but_slower_film_list,FID,inventory,inventory_id,1000,4581,1000,0,100.0,21.829294913774287
nicer_but_slower_film_list,length,customer,customer_id,140,599,140,0,100.0,23.372287145242073
nicer_but_slower_film_list,length,customer,address_id,140,599,140,0,100.0,23.372287145242073
nicer_but_slower_film_list,length,inventory,inventory_id,140,4581,140,0,100.0,3.0561012879283997
nicer_but_slower_film_list,length,payment,payment_id,140,16044,140,0,100.0,0.8726003490401396
nicer_but_slower_film_list,length,payment,customer_id,140,599,140,0,100.0,23.372287145242073
nicer_but_slower_film_list,rating,customer,customer_id,5,599,5,0,100.0,0.8347245409015025
nicer_but_slower_film_list,rating,inventory,inventory_id,5,4581,5,0,100.0,0.10914647456887142
nicer_but_slower_film_list,rating,inventory,film_id,5,958,5,0,100.0,0.5219206680584552
nicer_but_slower_film_list,rating,payment,customer_id,5,599,5,0,100.0,0.8347245409015025
payment,customer_id,customer,customer_id,599,599,599,0,100.0,100.0
payment,customer_id,inventory,inventory_id,599,4581,599,0,100.0,13.075747653350797
payment,staff_id,customer,customer_id,2,599,2,0,100.0,0.333889816360601
payment,staff_id,inventory,inventory_id,2,4581,2,0,100.0,0.04365858982754857
payment,staff_id,payment,payment_id,2,16044,2,0,100.0,0.012465719272001996
payment,staff_id,staff,store_id,2,2,2,0,100.0,100.0
payment,staff_id,staff,staff_id,2,2,2,0,100.0,100.0
payment,staff_id,staff_list,ID,2,2,2,0,100.0,100.0
payment,staff_id,staff_list,SID,2,2,2,0,100.0,100.0
payment,staff_id,store,store_id,2,2,2,0,100.0,100.0
payment,staff_id,store,address_id,2,2,2,0,100.0,100.0
payment,staff_id,store,manager_staff_id,2,2,2,0,100.0,100.0
payment,staff_id,inventory,film_id,2,958,2,0,100.0,0.20876826722338201
payment,staff_id,payment,customer_id,2,599,2,0,100.0,0.333889816360601
rental,inventory_id,inventory,inventory_id,4580,4581,4580,0,100.0,99.97817070508623
rental,customer_id,customer,customer_id,599,599,599,0,100.0,100.0
rental,customer_id,inventory,inventory_id,599,4581,599,0,100.0,13.075747653350797
rental,customer_id,payment,customer_id,599,599,599,0,100.0,100.0
rental,staff_id,customer,customer_id,2,599,2,0,100.0,0.333889816360601
rental,staff_id,inventory,inventory_id,2,4581,2,0,100.0,0.04365858982754857
rental,staff_id,payment,payment_id,2,16044,2,0,100.0,0.012465719272001996
rental,staff_id,staff,store_id,2,2,2,0,100.0,100.0
rental,staff_id,staff,staff_id,2,2,2,0,100.0,100.0
rental,staff_id,staff_list,ID,2,2,2,0,100.0,100.0
rental,staff_id,staff_list,SID,2,2,2,0,100.0,100.0
rental,staff_id,store,store_id,2,2,2,0,100.0,100.0
rental,staff_id,store,address_id,2,2,2,0,100.0,100.0
rental,staff_id,store,manager_staff_id,2,2,2,0,100.0,100.0
rental,staff_id,inventory,film_id,2,958,2,0,100.0,0.20876826722338201
rental,staff_id,payment,customer_id,2,599,2,0,100.0,0.333889816360601
staff,staff_id,customer,customer_id,2,599,2,0,100.0,0.333889816360601
staff,staff_id,inventory,inventory_id,2,4581,2,0,100.0,0.04365858982754857
staff,staff_id,payment,payment_id,2,16044,2,0,100.0,0.012465719272001996
staff,staff_id,staff,store_id,2,2,2,0,100.0,100.0
staff,staff_id,staff_list,ID,2,2,2,0,100.0,100.0
staff,staff_id,staff_list,SID,2,2,2,0,100.0,100.0
staff,staff_id,store,store_id,2,2,2,0,100.0,100.0
staff,staff_id,store,address_id,2,2,2,0,100.0,100.0
staff,staff_id,store,manager_staff_id,2,2,2,0,100.0,100.0
staff,staff_id,inventory,film_id,2,958,2,0,100.0,0.20876826722338201
staff,staff_id,payment,customer_id,2,599,2,0,100.0,0.333889816360601
staff,first_name,staff,username,2,2,2,0,100.0,100.0
staff,address_id,customer,customer_id,2,599,2,0,100.0,0.333889816360601
staff,address_id,inventory,inventory_id,2,4581,2,0,100.0,0.04365858982754857
staff,address_id,payment,payment_id,2,16044,2,0,100.0,0.012465719272001996
staff,address_id,inventory,film_id,2,958,2,0,100.0,0.20876826722338201
staff,address_id,payment,customer_id,2,599,2,0,100.0,0.333889816360601
staff,store_id,customer,customer_id,2,599,2,0,100.0,0.333889816360601
staff,store_id,inventory,inventory_id,2,4581,2,0,100.0,0.04365858982754857
staff,store_id,payment,payment_id,2,16044,2,0,100.0,0.012465719272001996
staff,store_id,staff,staff_id,2,2,2,0,100.0,100.0
staff,store_id,staff_list,ID,2,2,2,0,100.0,100.0
staff,store_id,staff_list,SID,2,2,2,0,100.0,100.0
staff,store_id,store,store_id,2,2,2,0,100.0,100.0
staff,store_id,store,address_id,2,2,2,0,100.0,100.0
staff,store_id,store,manager_staff_id,2,2,2,0,100.0,100.0
staff,store_id,inventory,film_id,2,958,2,0,100.0,0.20876826722338201
staff,store_id,payment,customer_id,2,599,2,0,100.0,0.333889816360601
staff,active,customer,customer_id,1,599,1,0,100.0,0.1669449081803005
staff,active,inventory,inventory_id,1,4581,1,0,100.0,0.021829294913774284
staff,active,payment,payment_id,1,16044,1,0,100.0,0.006232859636000998
staff,active,staff,store_id,1,2,1,0,100.0,50.0
staff,active,staff,staff_id,1,2,1,0,100.0,50.0
staff,active,staff_list,ID,1,2,1,0,100.0,50.0
staff,active,staff_list,SID,1,2,1,0,100.0,50.0
staff,active,store,store_id,1,2,1,0,100.0,50.0
staff,active,store,address_id,1,2,1,0,100.0,50.0
staff,active,store,manager_staff_id,1,2,1,0,100.0,50.0
staff,active,inventory,film_id,1,958,1,0,100.0,0.10438413361169101
staff,active,payment,customer_id,1,599,1,0,100.0,0.1669449081803005
staff,username,staff,first_name,2,2,2,0,100.0,100.0
staff,password,customer,customer_id,1,599,1,0,100.0,0.1669449081803005
staff,password,customer,address_id,1,599,1,0,100.0,0.1669449081803005
staff,password,inventory,inventory_id,1,4581,1,0,100.0,0.021829294913774284
staff,password,payment,payment_id,1,16044,1,0,100.0,0.006232859636000998
staff,password,inventory,film_id,1,958,1,0,100.0,0.10438413361169101
staff,password,payment,customer_id,1,599,1,0,100.0,0.1669449081803005
staff_list,ID,customer,customer_id,2,599,2,0,100.0,0.333889816360601
staff_list,ID,inventory,inventory_id,2,4581,2,0,100.0,0.04365858982754857
staff_list,ID,payment,payment_id,2,16044,2,0,100.0,0.012465719272001996
staff_list,ID,staff,store_id,2,2,2,0,100.0,100.0
staff_list,ID,staff,staff_id,2,2,2,0,100.0,100.0
staff_list,ID,staff_list,SID,2,2,2,0,100.0,100.0
staff_list,ID,store,store_id,2,2,2,0,100.0,100.0
staff_list,ID,store,address_id,2,2,2,0,100.0,100.0
staff_list,ID,store,manager_staff_id,2,2,2,0,100.0,100.0
staff_list,ID,inventory,film_id,2,958,2,0,100.0,0.20876826722338201
staff_list,ID,payment,customer_id,2,599,2,0,100.0,0.333889816360601
staff_list,address,inventory,inventory_id,2,4581,2,0,100.0,0.04365858982754857
staff_list,address,payment,payment_id,2,16044,2,0,100.0,0.012465719272001996
staff_list,SID,customer,customer_id,2,599,2,0,100.0,0.333889816360601
staff_list,SID,inventory,inventory_id,2,4581,2,0,100.0,0.04365858982754857
staff_list,SID,payment,payment_id,2,16044,2,0,100.0,0.012465719272001996
staff_list,SID,staff,store_id,2,2,2,0,100.0,100.0
staff_list,SID,staff,staff_id,2,2,2,0,100.0,100.0
staff_list,SID,staff_list,ID,2,2,2,0,100.0,100.0
staff_list,SID,store,store_id,2,2,2,0,100.0,100.0
staff_list,SID,store,address_id,2,2,2,0,100.0,100.0
staff_list,SID,store,manager_staff_id,2,2,2,0,100.0,100.0
staff_list,SID,inventory,film_id,2,958,2,0,100.0,0.20876826722338201
staff_list,SID,payment,customer_id,2,599,2,0,100.0,0.333889816360601
store,store_id,customer,customer_id,2,599,2,0,100.0,0.333889816360601
store,store_id,inventory,inventory_id,2,4581,2,0,100.0,0.04365858982754857
store,store_id,payment,payment_id,2,16044,2,0,100.0,0.012465719272001996
store,store_id,staff,store_id,2,2,2,0,100.0,100.0
store,store_id,staff,staff_id,2,2,2,0,100.0,100.0
store,store_id,staff_list,ID,2,2,2,0,100.0,100.0
store,store_id,staff_list,SID,2,2,2,0,100.0,100.0
store,store_id,store,address_id,2,2,2,0,100.0,100.0
store,store_id,store,manager_staff_id,2,2,2,0,100.0,100.0
store,store_id,inventory,film_id,2,958,2,0,100.0,0.20876826722338201
store,store_id,payment,customer_id,2,599,2,0,100.0,0.333889816360601
store,manager_staff_id,customer,customer_id,2,599,2,0,100.0,0.333889816360601
store,manager_staff_id,inventory,inventory_id,2,4581,2,0,100.0,0.04365858982754857
store,manager_staff_id,payment,payment_id,2,16044,2,0,100.0,0.012465719272001996
store,manager_staff_id,staff,store_id,2,2,2,0,100.0,100.0
store,manager_staff_id,staff,staff_id,2,2,2,0,100.0,100.0
store,manager_staff_id,staff_list,ID,2,2,2,0,100.0,100.0
store,manager_staff_id,staff_list,SID,2,2,2,0,100.0,100.0
store,manager_staff_id,store,store_id,2,2,2,0,100.0,100.0
store,manager_staff_id,store,address_id,2,2,2,0,100.0,100.0
store,manager_staff_id,inventory,film_id,2,958,2,0,100.0,0.20876826722338201
store,manager_staff_id,payment,customer_id,2,599,2,0,100.0,0.333889816360601
store,address_id,customer,customer_id,2,599,2,0,100.0,0.333889816360601
store,address_id,inventory,inventory_id,2,4581,2,0,100.0,0.04365858982754857
store,address_id,payment,payment_id,2,16044,2,0,100.0,0.012465719272001996
store,address_id,staff,store_id,2,2,2,0,100.0,100.0
store,address_id,staff,staff_id,2,2,2,0,100.0,100.0
store,address_id,staff_list,ID,2,2,2,0,100.0,100.0
store,address_id,staff_list,SID,2,2,2,0,100.0,100.0
store,address_id,store,store_id,2,2,2,0,100.0,100.0
store,address_id,store,manager_staff_id,2,2,2,0,100.0,100.0
store,address_id,inventory,film_id,2,958,2,0,100.0,0.20876826722338201
store,address_id,payment,customer_id,2,599,2,0,100.0,0.333889816360601
inventory,inventory_id,payment,payment_id,4581,16044,4580,1,99.97817070508623,28.546497132884568
rental,inventory_id,payment,payment_id,4580,16044,4579,1,99.97816593886462,28.540264273248567
film,film_id,payment,payment_id,1000,16044,999,1,99.9,6.226626776364997
film_category,film_id,payment,payment_id,1000,16044,999,1,99.9,6.226626776364997
film_list,FID,payment,payment_id,1000,16044,999,1,99.9,6.226626776364997
film_text,film_id,payment,payment_id,1000,16044,999,1,99.9,6.226626776364997
nicer_but_slower_film_list,FID,payment,payment_id,1000,16044,999,1,99.9,6.226626776364997
film_actor,film_id,payment,payment_id,997,16044,996,1,99.89969909729187,6.207928197456993
inventory,film_id,payment,payment_id,958,16044,957,1,99.89561586638831,5.964846671652954
address,address_id,payment,payment_id,603,16044,602,1,99.83416252072969,3.7521815008726005
city,city_id,customer,customer_id,600,599,599,1,99.83333333333333,100.0
city,city_id,payment,payment_id,600,16044,599,1,99.83333333333333,3.7334829219645975
city,city_id,payment,customer_id,600,599,599,1,99.83333333333333,100.0
address,city_id,customer,customer_id,599,599,598,1,99.8330550918197,99.8330550918197
address,city_id,payment,payment_id,599,16044,598,1,99.8330550918197,3.7272500623285962
address,city_id,payment,customer_id,599,599,598,1,99.8330550918197,99.8330550918197
customer,customer_id,payment,payment_id,599,16044,598,1,99.8330550918197,3.7272500623285962
customer,address_id,payment,payment_id,599,16044,598,1,99.8330550918197,3.7272500623285962
customer_list,ID,payment,payment_id,599,16044,598,1,99.8330550918197,3.7272500623285962
payment,customer_id,payment,payment_id,599,16044,598,1,99.8330550918197,3.7272500623285962
rental,customer_id,payment,payment_id,599,16044,598,1,99.8330550918197,3.7272500623285962
category,category_id,inventory,film_id,16,958,15,1,93.75,1.5657620041753653
film_category,category_id,inventory,film_id,16,958,15,1,93.75,1.5657620041753653
customer,active,customer,customer_id,2,599,1,1,50.0,0.1669449081803005
customer,active,inventory,inventory_id,2,4581,1,1,50.0,0.021829294913774284
customer,active,payment,payment_id,2,16044,1,1,50.0,0.006232859636000998
customer,active,staff,store_id,2,2,1,1,50.0,50.0
customer,active,staff,username,2,2,1,1,50.0,50.0
customer,active,staff,first_name,2,2,1,1,50.0,50.0
customer,active,staff,staff_id,2,2,1,1,50.0,50.0
customer,active,staff_list,ID,2,2,1,1,50.0,50.0
customer,active,staff_list,SID,2,2,1,1,50.0,50.0
customer,active,store,store_id,2,2,1,1,50.0,50.0
customer,active,store,address_id,2,2,1,1,50.0,50.0
customer,active,store,manager_staff_id,2,2,1,1,50.0,50.0
customer,active,inventory,film_id,2,958,1,1,50.0,0.10438413361169101
customer,active,payment,customer_id,2,599,1,1,50.0,0.1669449081803005
staff_list,address,customer,customer_id,2,599,1,1,50.0,0.1669449081803005
staff_list,address,customer,address_id,2,599,1,1,50.0,0.1669449081803005
staff_list,address,inventory,film_id,2,958,1,1,50.0,0.10438413361169101
staff_list,address,payment,customer_id,2,599,1,1,50.0,0.1669449081803005
address,address2,customer,customer_id,1,599,0,1,0.0,0.0
address,address2,customer,address_id,1,599,0,1,0.0,0.0
address,address2,inventory,inventory_id,1,4581,0,1,0.0,0.0
address,address2,payment,payment_id,1,16044,0,1,0.0,0.0
address,address2,staff,store_id,1,2,0,1,0.0,0.0
address,address2,staff,username,1,2,0,1,0.0,0.0
address,address2,staff,address_id,1,2,0,1,0.0,0.0
address,address2,staff,first_name,1,2,0,1,0.0,0.0
address,address2,staff,staff_id,1,2,0,1,0.0,0.0
address,address2,staff_list,ID,1,2,0,1,0.0,0.0
address,address2,staff_list,SID,1,2,0,1,0.0,0.0
address,address2,store,store_id,1,2,0,1,0.0,0.0
address,address2,store,address_id,1,2,0,1,0.0,0.0
address,address2,store,manager_staff_id,1,2,0,1,0.0,0.0
address,address2,inventory,film_id,1,958,0,1,0.0,0.0
address,address2,payment,customer_id,1,599,0,1,0.0,0.0
category,last_update,customer,customer_id,1,599,0,1,0.0,0.0
category,last_update,customer,address_id,1,599,0,1,0.0,0.0
category,last_update,inventory,inventory_id,1,4581,0,1,0.0,0.0
category,last_update,payment,payment_id,1,16044,0,1,0.0,0.0
category,last_update,staff,store_id,1,2,0,1,0.0,0.0
category,last_update,staff,username,1,2,0,1,0.0,0.0
category,last_update,staff,address_id,1,2,0,1,0.0,0.0
category,last_update,staff,first_name,1,2,0,1,0.0,0.0
category,last_update,staff,staff_id,1,2,0,1,0.0,0.0
category,last_update,staff_list,ID,1,2,0,1,0.0,0.0
category,last_update,staff_list,SID,1,2,0,1,0.0,0.0
category,last_update,store,store_id,1,2,0,1,0.0,0.0
category,last_update,store,address_id,1,2,0,1,0.0,0.0
category,last_update,store,manager_staff_id,1,2,0,1,0.0,0.0
category,last_update,inventory,film_id,1,958,0,1,0.0,0.0
category,last_update,payment,customer_id,1,599,0,1,0.0,0.0
city,last_update,customer,customer_id,1,599,0,1,0.0,0.0
city,last_update,customer,address_id,1,599,0,1,0.0,0.0
city,last_update,inventory,inventory_id,1,4581,0,1,0.0,0.0
city,last_update,payment,payment_id,1,16044,0,1,0.0,0.0
city,last_update,staff,store_id,1,2,0,1,0.0,0.0
city,last_update,staff,username,1,2,0,1,0.0,0.0
city,last_update,staff,address_id,1,2,0,1,0.0,0.0
city,last_update,staff,first_name,1,2,0,1,0.0,0.0
city,last_update,staff,staff_id,1,2,0,1,0.0,0.0
city,last_update,staff_list,ID,1,2,0,1,0.0,0.0
city,last_update,staff_list,SID,1,2,0,1,0.0,0.0
city,last_update,store,store_id,1,2,0,1,0.0,0.0
city,last_update,store,address_id,1,2,0,1,0.0,0.0
city,last_update,store,manager_staff_id,1,2,0,1,0.0,0.0
city,last_update,inventory,film_id,1,958,0,1,0.0,0.0
city,last_update,payment,customer_id,1,599,0,1,0.0,0.0
country,last_update,customer,customer_id,1,599,0,1,0.0,0.0
country,last_update,customer,address_id,1,599,0,1,0.0,0.0
country,last_update,inventory,inventory_id,1,4581,0,1,0.0,0.0
country,last_update,payment,payment_id,1,16044,0,1,0.0,0.0
country,last_update,staff,store_id,1,2,0,1,0.0,0.0
country,last_update,staff,username,1,2,0,1,0.0,0.0
country,last_update,staff,address_id,1,2,0,1,0.0,0.0
country,last_update,staff,first_name,1,2,0,1,0.0,0.0
country,last_update,staff,staff_id,1,2,0,1,0.0,0.0
country,last_update,staff_list,ID,1,2,0,1,0.0,0.0
country,last_update,staff_list,SID,1,2,0,1,0.0,0.0
country,last_update,store,store_id,1,2,0,1,0.0,0.0
country,last_update,store,address_id,1,2,0,1,0.0,0.0
country,last_update,store,manager_staff_id,1,2,0,1,0.0,0.0
country,last_update,inventory,film_id,1,958,0,1,0.0,0.0
country,last_update,payment,customer_id,1,599,0,1,0.0,0.0
customer,last_update,customer,customer_id,1,599,0,1,0.0,0.0
customer,last_update,customer,address_id,1,599,0,1,0.0,0.0
customer,last_update,inventory,inventory_id,1,4581,0,1,0.0,0.0
customer,last_update,payment,payment_id,1,16044,0,1,0.0,0.0
customer,last_update,staff,store_id,1,2,0,1,0.0,0.0
customer,last_update,staff,username,1,2,0,1,0.0,0.0
customer,last_update,staff,address_id,1,2,0,1,0.0,0.0
customer,last_update,staff,first_name,1,2,0,1,0.0,0.0
customer,last_update,staff,staff_id,1,2,0,1,0.0,0.0
customer,last_update,staff_list,ID,1,2,0,1,0.0,0.0
customer,last_update,staff_list,SID,1,2,0,1,0.0,0.0
customer,last_update,store,store_id,1,2,0,1,0.0,0.0
customer,last_update,store,address_id,1,2,0,1,0.0,0.0
customer,last_update,store,manager_staff_id,1,2,0,1,0.0,0.0
customer,last_update,inventory,film_id,1,958,0,1,0.0,0.0
customer,last_update,payment,customer_id,1,599,0,1,0.0,0.0
film,release_year,customer,customer_id,1,599,0,1,0.0,0.0
film,release_year,customer,address_id,1,599,0,1,0.0,0.0
film,release_year,staff,store_id,1,2,0,1,0.0,0.0
film,release_year,staff,username,1,2,0,1,0.0,0.0
film,release_year,staff,address_id,1,2,0,1,0.0,0.0
film,release_year,staff,first_name,1,2,0,1,0.0,0.0
film,release_year,staff,staff_id,1,2,0,1,0.0,0.0
film,release_year,staff_list,ID,1,2,0,1,0.0,0.0
film,release_year,staff_list,SID,1,2,0,1,0.0,0.0
film,release_year,store,store_id,1,2,0,1,0.0,0.0
film,release_year,store,address_id,1,2,0,1,0.0,0.0
film,release_year,store,manager_staff_id,1,2,0,1,0.0,0.0
film,release_year,inventory,film_id,1,958,0,1,0.0,0.0
film,release_year,payment,customer_id,1,599,0,1,0.0,0.0
film,language_id,customer,address_id,1,599,0,1,0.0,0.0
film,language_id,staff,username,1,2,0,1,0.0,0.0
film,language_id,staff,address_id,1,2,0,1,0.0,0.0
film,language_id,staff,first_name,1,2,0,1,0.0,0.0
film,last_update,customer,customer_id,1,599,0,1,0.0,0.0
film,last_update,customer,address_id,1,599,0,1,0.0,0.0
film,last_update,inventory,inventory_id,1,4581,0,1,0.0,0.0
film,last_update,payment,payment_id,1,16044,0,1,0.0,0.0
film,last_update,staff,store_id,1,2,0,1,0.0,0.0
