파일명,컬럼명,null 수,범주값 길이(고정/가변),상이값 수,유일값 수,최빈값(mode),값 중복도 평균,최댓값,최솟값,평균(mean),중앙값(median),1분위수(1Q),3분위수(3Q),IQR,분산(variance),표준편차(standard deviation),범위(range),왜도(skewness),첨도(kurtosis),대분류,소분류
125_근로복지공단_규모별 산재신청 승인현황_20231231.csv,승인율(퍼센트),0,,45,45,92.5,1.1555555555555554,94.1,0.0,82.75769230769232,89.05,85.2,91.525,6.325000000000003,462.43307692307695,21.50425718138334,94.1,-3.246861635,9.540548883041383,산업고용,고용노동
126_근로복지공단_지사별 진료비 지급현황_20221231.csv,청구건수,0,,64,64,1307,1.0,958786.0,1307.0,29962.0625,12739.5,7455.0,19748.0,12293.0,14023841503.0,118422.30154266849,957479.0,7.901702101678147,62.92660283152686,산업고용,고용노동
126_근로복지공단_지사별 진료비 지급현황_20221231.csv,지급건수,0,,64,64,1307,1.0,958786.0,1307.0,29962.0625,12739.5,7455.0,19748.0,12293.0,14023841503.0,118422.30154266849,957479.0,7.901702101678147,62.92660283152686,산업고용,고용노동
126_근로복지공단_지사별 진료비 지급현황_20221231.csv,총지급액,0,,64,64,898498280,1.0,909462000000.0,898498280.0,28420686622.0,10771689815.0,6486435083.0,18979568615.0,12493133533.0,1.268513046132815e+22,112628284464.10852,908563000000.0,7.839160138634664,62.230188526464666,산업고용,고용노동
126_근로복지공단_지사별 진료비 지급현황_20221231.csv,총 진료일수,0,,64,64,22210,1.0,13896098.0,22210.0,434253.0625,192606.5,117228.25,301058.25,183830.0,2945967352808.6904,1716382.0532762192,13873888.0,7.901246735192902,62.92094082980537,산업고용,고용노동
127_근로복지공단_업종별 산재신청 승인현황_20231231.csv,연도,0,,6,6,2018,10.833333333333334,2023.0,2018.0,2020.4769230769232,2020.0,2019.0,2022.0,3.0,2.9721153846153903,1.7239824200424407,5.0,0.030816201,-1.266606737,산업고용,고용노동
127_근로복지공단_업종별 산재신청 승인현황_20231231.csv,신청,0,,64,64,121,1.015625,63155.0,40.0,12602.030769230769,1047.0,525.0,28580.0,28055.0,327477578.9677885,18096.34159071353,63115.0,1.294429687,0.3871452922456324,산업고용,고용노동
127_근로복지공단_업종별 산재신청 승인현황_20231231.csv,승인,0,,59,59,0,1.1016949152542372,57937.0,0.0,11395.569230769232,1018.0,144.0,27126.0,26982.0,278165786.43653846,16678.30286439656,57937.0,1.2933053920158937,0.3786561804802679,산업고용,고용노동
127_근로복지공단_업종별 산재신청 승인현황_20231231.csv,승인율(퍼센트),0,,51,51,0,1.2745098039215683,98.2,0.0,80.59692307692306,91.3,83.6,94.1,10.5,686.8615528846153,26.20804366763409,98.2,-2.369611271,4.687015145734257,산업고용,고용노동
34_근로복지공단_직영병원 진료수가_20191231.csv,산재단가금액,0,,5536,5536,0,1.8309248554913296,17886920.0,0.0,207596.75966850828,21330.0,2170.0,180680.0,178510.0,265120037227.64203,514898.0843114898,17886920.0,11.316315523799394,291.8720583509526,산업고용,고용노동
34_근로복지공단_직영병원 진료수가_20191231.csv,일반단가금액,0,,5646,5646,0,1.7952532766560396,17886920.0,0.0,268583.9396211524,27130.0,2444.0,224255.0,221811.0,409847000000.0,640193.2752,17886920.0,7.873616477766023,139.70014292963586,산업고용,고용노동
34_근로복지공단_직영병원 진료수가_20191231.csv,건강단가금액,0,,5482,5482,0,1.8489602334914264,17886920.0,0.0,206776.93054459352,20250.0,1844.5,177110.0,175265.5,265943709123.95105,515697.3037780506,17886920.0,11.277738716120764,290.1610483950666,산업고용,고용노동
34_근로복지공단_직영병원 진료수가_20191231.csv,보호일반단가금액,0,,5477,5477,0,1.850648165053861,17886920.0,0.0,206764.1128650355,20250.0,1807.75,177110.0,175302.25,265948542115.5013,515701.9896369427,17886920.0,11.277495852082234,290.1515200121223,산업고용,고용노동
34_근로복지공단_직영병원 진료수가_20191231.csv,산재일반단가금액,0,,5536,5536,0,1.8309248554913296,17886920.0,0.0,207596.75966850828,21330.0,2170.0,180680.0,178510.0,265120037227.64203,514898.0843114898,17886920.0,11.316315523799394,291.8720583509526,산업고용,고용노동
34_근로복지공단_직영병원 진료수가_20191231.csv,산재후유단가금액,0,,5536,5536,0,1.8309248554913296,17886920.0,0.0,207596.75966850828,21330.0,2170.0,180680.0,178510.0,265120037227.64203,514898.0843114898,17886920.0,11.316315523799394,291.8720583509526,산업고용,고용노동
