진료년월,서식,인원(청구건수),요양급여총액,본인부담(B),지원금,장애인(C),청구금액(D)
2016-01,건강보험 외래,194,13815960,2110400,603600,0,11705560
2016-01,건강보험 입원,118,218836330,35552450,445000,0,183213050
2016-01,의료급여 외래,47,3103700,59730,0,0,3043970
2016-01,의료급여 입원,70,93060290,0,0,0,93060290
2016-02,건강보험 외래,229,16657370,2820900,713900,0,13836470
2016-02,건강보험 입원,118,203778820,32324500,392070,0,171423010
2016-02,의료급여 외래,44,3159390,40280,0,0,3119110
2016-02,의료급여 입원,71,101877350,0,0,0,102877350
2016-03,건강보험 외래,200,15300120,2306500,657000,0,12993620
2016-03,건강보험 입원,109,216735690,34075050,456470,0,182655260
2016-03,의료급여 외래,56,3744710,77990,0,0,3666720
2016-03,의료급여 입원,60,120001920,0,0,0,120001920
2016-04,건강보험 외래,206,16573550,2653400,706750,0,13920150
2016-04,건강보험 입원,94,199240430,31482770,447270,0,167748870
2016-04,의료급여 외래,43,2298730,27000,0,0,2271730
2016-04,의료급여 입원,62,115537390,0,0,0,115537390
2016-05,건강보험 외래,311,18900890,3764500,643200,0,15136390
2016-05,건강보험 입원,188,204754920,31591520,115520,0,173097550
2016-05,의료급여 외래,77,3759460,36950,0,0,3722510
2016-05,의료급여 입원,132,108579740,0,0,0,108579740
2016-06,건강보험 외래,342,17036280,3007700,646000,0,14028580
2016-06,건강보험 입원,184,202447860,31322410,489280,0,171055910
2016-06,의료급여 외래,46,1990320,16500,0,0,1973820
2016-06,의료급여 입원,101,100343650,68450,0,0,100275200
2016-07,건강보험 외래,365,19318710,1956400,61100,0,17362310
2016-07,건강보험 입원,180,228202680,16641020,0,0,211561660
2016-07,의료급여 외래,54,2589900,21000,0,0,2568900
2016-07,의료급여 입원,108,110762580,0,0,0,110762580
2016-08,건강보험 외래,353,17192360,1469100,129500,0,15723260
2016-08,건강보험 입원,200,233261370,18835770,0,0,214425600
2016-08,의료급여 외래,39,1768270,12950,0,0,1755320
2016-08,의료급여 입원,112,109542410,67430,0,0,109474980
2016-09,건강보험 외래,173,14411870,1702700,36500,0,12709170
2016-09,건강보험 입원,113,227716400,20603160,0,0,207113240
2016-09,의료급여 외래,49,2585770,34750,0,0,2551020
2016-09,의료급여 입원,64,107112100,212680,0,0,106899420
2016-10,건강보험 외래,198,16735560,1831000,43700,5700,14898860
2016-10,건강보험 입원,108,229058300,19973880,0,0,209084420
2016-10,의료급여 외래,39,2647810,21900,0,0,2625910
2016-10,의료급여 입원,58,112888590,196110,0,0,112692480
2016-11,건강보험 외래,229,18394210,2900900,393500,0,15493310
2016-11,건강보험 입원,102,191685430,16480990,0,0,175204440
2016-11,의료급여 외래,42,2913260,32050,0,0,2881210
2016-11,의료급여 입원,50,95402670,250730,0,0,95151940
2016-12,건강보험 외래,229,16328030,2435300,0,0,13892730
2016-12,건강보험 입원,102,207758840,19869740,0,0,187889100
2016-12,의료급여 외래,42,2750990,13500,0,0,2737490
2016-12,의료급여 입원,49,92598430,0,0,0,92598430
2017-01,건강보험 외래,177,13509410,1840700,117800,0,11668710
2017-01,건강보험 입원,106,203646560,16492600,0,0,187153960
2017-01,의료급여 외래,48,3762500,43250,0,0,3719250
2017-01,의료급여 입원,53,93878090,0,0,0,93878090
2017-02,건강보험 외래,188,16098940,1756300,4300,0,14342640
2017-02,건강보험 입원,86,183120990,17426750,0,0,165694240
2017-02,의료급여 외래,37,2782060,36690,0,0,2745370
2017-02,의료급여 입원,54,95751290,0,0,0,95751290
2017-03,건강보험 외래,203,16622370,2143400,31700,0,14478970
2017-03,건강보험 입원,83,189115030,17144500,0,0,171970530
2017-03,의료급여 외래,42,3557210,48400,0,0,3508810
2017-03,의료급여 입원,79,97072760,1223120,0,0,95849640
2017-04,건강보험 외래,206,16392580,2231400,50100,0,14161180
2017-04,건강보험 입원,96,207787400,14290220,0,0,193497180
2017-04,의료급여 외래,52,4688830,61940,0,0,4626890
2017-04,의료급여 입원,52,95462240,2136280,0,0,93325960
2017-05,건강보험 외래,203,15976200,2043700,0,0,13932500
2017-05,건강보험 입원,97,198773940,13864350,0,0,184909590
2017-05,의료급여 외래,58,5183830,55370,0,0,5128460
2017-05,의료급여 입원,47,78131650,1823680,0,0,76307970
2017-06,건강보험 외래,201,17883430,2664200,43640,0,15219230
2017-06,건강보험 입원,103,201171220,14144590,0,0,187026630
2017-06,의료급여 외래,55,4111750,40040,0,0,4071710
2017-06,의료급여 입원,38,72508790,1792630,0,0,70716160
2017-07,건강보험 외래,210,20038900,3950300,282800,0,16088600
2017-07,건강보험 입원,124,253245150,17672470,0,0,235572680
2017-07,의료급여 외래,49,3179900,56070,0,0,3123830
2017-07,의료급여 입원,42,84649760,2071220,0,0,82578540
2017-08,건강보험 외래,246,19671290,3334700,220880,0,16336590
2017-08,건강보험 입원,103,212466490,17466810,0,0,194999680
2017-08,의료급여 외래,56,4097800,54680,0,0,4043120
2017-08,의료급여 입원,50,95452820,2423710,0,0,93029110
2017-09,건강보험 외래,236,17649740,2334300,220380,0,15315440
2017-09,건강보험 입원,94,195791400,14769540,0,0,181021860
2017-09,의료급여 외래,50,3824780,16000,0,0,3808780
2017-09,의료급여 입원,48,96589660,2716540,0,0,93873120
2017-10,건강보험 외래,171,12694140,1696300,127320,0,10997840
2017-10,건강보험 입원,88,200201530,14442070,0,0,185759460
2017-10,의료급여 외래,43,2909480,41100,0,0,2868380
2017-10,의료급여 입원,55,102750790,2772930,0,0,99977860
2017-11,건강보험 외래,174,13643940,2160000,243140,0,11483940
2017-11,건강보험 입원,82,195454570,13657840,0,0,181796730
2017-11,의료급여 외래,52,3750250,39140,0,0,3711110
2017-11,의료급여 입원,58,107060690,2870590,0,0,104190100
2017-12,건강보험 외래,182,14142880,2416000,159780,0,11726880
2017-12,건강보험 입원,76,167061200,12644220,0,0,154416980
2017-12,의료급여 외래,40,2778110,27100,0,0,2751010
2017-12,의료급여 입원,55,116146630,3169920,0,0,112976710
2018-01,건강보험 외래,215,17458430,3046100,463340,0,14412330
2018-01,건강보험 입원,85,188950390,13160890,0,0,175789500
2018-01,의료급여 외래,51,4019850,48910,0,0,3970940
2018-01,의료급여 입원,57,110631020,2997310,0,0,107633710
2018-02,건강보험 외래,161,14033270,2468900,422490,0,11564370
2018-02,건강보험 입원,89,203834340,13395030,0,0,190439310
2018-02,의료급여 외래,40,2926060,20630,0,0,2905430
2018-02,의료급여 입원,49,94903000,2552780,0,0,92350220
2018-03,건강보험 외래,191,14800290,2373700,183700,0,12426590
2018-03,건강보험 입원,87,230423820,14669560,0,0,215754260
2018-03,의료급여 외래,43,3373440,45080,0,0,3328360
2018-03,의료급여 입원,52,94297830,2622410,0,0,91675420
2018-04,건강보험 외래,161,12840440,1986200,205900,0,10854240
2018-04,건강보험 입원,95,266000250,14462230,0,0,251538020
2018-04,의료급여 외래,43,4238870,85330,0,0,4153540
2018-04,의료급여 입원,42,107827240,2221770,0,0,105605470
2018-05,건강보험 외래,177,14370090,2284100,165900,0,12085990
2018-05,건강보험 입원,99,265252150,14844540,0,0,250407610
2018-05,의료급여 외래,49,4230010,22780,0,0,4207230
2018-05,의료급여 입원,35,88483580,1916540,0,0,86567040
2018-06,건강보험 외래,171,13711620,2269700,55300,0,11441920
2018-06,건강보험 입원,100,258524680,13977030,0,0,244547650
2018-06,의료급여 외래,39,6288520,23090,0,0,6265430
2018-06,의료급여 입원,37,88117910,1599270,0,0,1426020
2018-07,건강보험 외래,156,13166680,2425600,151100,0,10741080
2018-07,건강보험 입원,104,296690390,15441130,0,0,281249260
2018-07,의료급여 외래,39,12366310,14000,0,0,12352310
2018-07,의료급여 입원,31,79575600,1774180,0,0,77801420
2018-08,건강보험 외래,164,13163170,2042900,366600,0,11120270
2018-08,건강보험 입원,101,323553540,15415840,0,0,308137700
2018-08,의료급여 외래,51,8119530,42780,0,0,8076750
2018-08,의료급여 입원,32,87956520,1855740,0,0,86100780
2018-09,건강보험 외래,141,10517290,1293800,0,0,9223490
2018-09,건강보험 입원,90,291292880,14296340,0,366820,276629720
2018-09,의료급여 외래,24,6293840,11370,0,0,6282470
2018-09,의료급여 입원,32,76126560,1638850,0,0,74487710
2018-10,건강보험 외래,184,14824370,2306500,16600,0,12517870
2018-10,건강보험 입원,93,280854530,13924640,0,0,266929890
2018-10,의료급여 외래,54,10502430,37310,0,0,10465120
2018-10,의료급여 입원,29,79511690,1461340,0,0,78050350
2018-11,건강보험 외래,191,14932840,2642500,244550,0,12290340
2018-11,건강보험 입원,96,310682830,15614270,0,0,295068560
2018-11,의료급여 외래,50,3891160,34040,0,0,3857120
2018-11,의료급여 입원,31,80608430,1412340,0,0,79196090
2018-12,건강보험 외래,182,14710460,2373000,71870,0,12337460
2018-12,건강보험 입원,101,320475540,15627090,0,0,304848450
2018-12,의료급여 외래,36,6833940,42850,0,0,6791090
2018-12,의료급여 입원,29,80364890,1532730,0,0,78832160
2019-01,건강보험 외래,192,15785840,2262500,0,0,13523340
2019-01,건강보험 입원,102,348257530,17364160,0,0,330893370
2019-01,의료급여 외래,33,8569500,29140,0,0,8540360
2019-01,의료급여 입원,31,101071960,1596290,0,0,99475670
2019-02,건강보험 외래,162,12975320,1729600,188660,0,11245720
2019-02,건강보험 입원,105,320819920,15918110,0,0,304901810
2019-02,의료급여 외래,27,10447960,26110,0,0,10421850
2019-02,의료급여 입원,23,58517320,1061660,0,0,57455660
2019-03,건강보험 외래,188,16409980,1827700,0,0,14582280
2019-03,건강보험 입원,99,326423380,19009770,0,0,307413610
2019-03,의료급여 외래,34,16672520,36590,0,0,16635930
2019-03,의료급여 입원,26,77053610,1340780,0,0,75712830
2019-04,건강보험 외래,206,20600820,2914000,17100,0,17686820
2019-04,건강보험 입원,92,308062350,16972510,0,0,291089840
2019-04,의료급여 외래,41,12361960,37330,0,0,12324630
2019-04,의료급여 입원,30,75299760,1400750,0,0,73899010
2019-05,건강보험 외래,239,23340630,3030500,146060,0,20310130
2019-05,건강보험 입원,85,263420490,16299170,0,0,247121320
2019-05,의료급여 외래,34,13178540,25170,0,0,13153370
2019-05,의료급여 입원,30,88000180,1581160,0,0,86419020
2019-06,건강보험 외래,198,18508440,2511900,62200,0,15996540
2019-06,건강보험 입원,78,223172160,14236090,0,0,208936070
2019-06,의료급여 외래,35,9755900,46950,0,0,9708950
2019-06,의료급여 입원,31,86647360,1884760,0,0,84762600
2019-07,건강보험 외래,215,19973910,2295900,0,0,17678010
2019-07,건강보험 입원,76,255708370,14313490,0,0,241394880
2019-07,의료급여 외래,57,14732880,42400,0,0,14690480
2019-07,의료급여 입원,35,92659460,1785600,0,0,90873860
2019-08,건강보험 외래,218,20451580,2905200,48580,0,17546380
2019-08,건강보험 입원,79,244268250,13942090,0,0,230326160
2019-08,의료급여 외래,41,13232980,29730,0,0,13203250
2019-08,의료급여 입원,36,129748820,2076070,0,0,127672750
2019-09,건강보험 외래,206,18264880,2601400,0,0,15663480
2019-09,건강보험 입원,87,276970780,14624010,0,0,262346770
2019-09,의료급여 외래,30,6985370,23340,0,0,6962030
2019-09,의료급여 입원,35,129719250,2226000,0,0,127493250
2019-10,건강보험 외래,207,19540030,2285800,0,0,17254230
2019-10,건강보험 입원,86,285071180,15826380,0,0,269244800
2019-10,의료급여 외래,42,17265350,94480,0,0,17170870
2019-10,의료급여 입원,35,145511230,2245330,0,0,143265900
2019-11,건강보험 외래,166,15017520,1779000,197840,0,13238520
2019-11,건강보험 입원,76,282220370,14268910,0,0,267951460
2019-11,의료급여 외래,35,12281260,26320,0,0,12254940
2019-11,의료급여 입원,34,127397620,2187180,0,0,125210440
2019-12,건강보험 외래,192,15832790,2414000,0,0,13418790
2019-12,건강보험 입원,69,226578370,12576710,0,0,214001660
2019-12,의료급여 외래,33,11295550,10340,0,0,11285210
2019-12,의료급여 입원,33,124794530,2179400,0,0,122615130
2020-01,건강보험 외래,201,18018130,2764900,0,0,15253230
2020-01,건강보험 입원,58,221503110,11663450,0,0,209839660
2020-01,의료급여 외래,32,5046900,12050,0,0,5034850
2020-01,의료급여 입원,40,119289340,2050720,0,0,117238620
2020-02,건강보험 외래,200,15805290,1788000,0,52400,13964890
2020-02,건강보험 입원,58,206788150,10562530,0,0,196225620
2020-02,의료급여 외래,37,7558840,4500,0,0,7554340
2020-02,의료급여 입원,32,114642070,1613550,0,0,113028520
2020-03,건강보험 외래,15,1117780,105400,0,0,1012380
2020-03,건강보험 입원,105,810540360,170840320,0,0,639700040
2020-03,의료급여 외래,1,49980,0,0,0,49980
2020-03,의료급여 입원,43,134571910,6508220,0,0,128063690
2020-04,건강보험 외래,14,319910,30100,0,0,289810
2020-04,건강보험 입원,13,75317410,13421680,0,1660800,60234930
2020-04,의료급여 외래,1,11530,0,0,0,11530
2020-04,의료급여 입원,59,506149100,6224460,0,0,499924640
2020-05,건강보험 외래,74,7218010,1126900,0,0,6091110
2020-05,건강보험 입원,20,27734320,1170240,0,0,26564080
2020-05,의료급여 외래,15,1681420,19560,0,0,1661860
2020-05,의료급여 입원,12,15953160,244730,0,0,15708430
2020-06,건강보험 외래,108,10941570,1888700,49270,0,9052870
2020-06,건강보험 입원,43,126289090,6718110,0,0,119570980
2020-06,의료급여 외래,27,2429930,35260,0,0,2394670
2020-06,의료급여 입원,18,54562520,995000,0,0,53567520
2020-07,건강보험 외래,113,10046310,1830200,147810,0,8216110
2020-07,건강보험 입원,51,172750450,8795820,0,0,163954630
2020-07,의료급여 외래,26,2270040,25940,0,0,2244100
2020-07,의료급여 입원,24,70825570,1354770,0,0,69470800
2020-08,건강보험 외래,129,12511930,2121400,0,0,10390530
2020-08,건강보험 입원,56,214430250,9346780,0,0,205083470
2020-08,의료급여 외래,16,1853200,63130,0,0,1790070
2020-08,의료급여 입원,28,104221310,1903900,0,0,102317410
2020-09,건강보험 외래,124,11817400,1953100,0,0,9864300
2020-09,건강보험 입원,48,192199220,9169320,0,0,183029900
2020-09,의료급여 외래,26,2642110,36480,0,0,2605630
2020-09,의료급여 입원,28,98671030,1873450,0,0,96797580
2020-10,건강보험 외래,129,13783440,2131300,49270,0,11652140
2020-10,건강보험 입원,43,177041370,8965810,0,0,168075560
2020-10,의료급여 외래,26,2999900,79240,0,0,2920660
2020-10,의료급여 입원,28,108714710,2094830,0,0,106619880
2020-11,건강보험 외래,115,12201290,1694900,0,0,10506390
2020-11,건강보험 입원,47,192666260,9698860,0,0,182967400
2020-11,의료급여 외래,15,1301950,20170,0,0,1281780
2020-11,의료급여 입원,31,119245740,2281380,0,0,116964360
2020-12,건강보험 외래,178,15957510,1677000,236880,0,14280510
2020-12,건강보험 입원,70,268105850,16849730,0,0,251256120
2020-12,의료급여 외래,30,2351030,35060,0,0,2315970
2020-12,의료급여 입원,88,197232970,2700940,0,0,194532030
2021-01,건강보험 외래,8,765270,28400,0,0,736870
2021-01,건강보험 입원,30,107317820,23328350,0,0,83989470
2021-01,의료급여 외래,4,246200,27250,0,0,218950
2021-01,의료급여 입원,99,369786900,4218510,0,0,365568390
2021-02,건강보험 외래,5,201230,24800,0,0,176430
2021-02,건강보험 입원,4,923170,212800,0,0,710370
2021-02,의료급여 외래,2,74290,0,0,0,74290
2021-02,의료급여 입원,9,1511800,48980,0,0,1462820
2021-03,건강보험 외래,37,2801260,393700,0,23800,2383760
2021-03,건강보험 입원,77,203024050,43638020,0,0,159386030
2021-03,의료급여 외래,7,713320,1500,0,0,711820
2021-03,의료급여 입원,2,3226260,282520,0,0,2943740
2021-04,건강보험 외래,87,7661520,2037600,50200,23800,5600120
2021-04,건강보험 입원,46,65475040,3720650,0,239540,61514850
2021-04,의료급여 외래,8,816260,3000,0,0,813260
2021-04,의료급여 입원,15,34367730,588350,0,0,33779380
2021-05,건강보험 외래,73,7425170,1548600,0,0,5876570
2021-05,건강보험 입원,36,131832580,7974410,0,0,123858170
2021-05,의료급여 외래,20,2122970,27840,0,0,2095130
2021-05,의료급여 입원,19,67614430,1218330,0,0,66396100
2021-06,건강보험 외래,122,12580090,2911300,0,0,9668790
2021-06,건강보험 입원,42,135829880,7009780,0,0,128819770
2021-06,의료급여 외래,14,1344900,15280,0,0,1329620
2021-06,의료급여 입원,22,66965900,1240560,0,0,65725340
2021-07,건강보험 외래,101,9261670,1388400,0,0,7873270
2021-07,건강보험 입원,157,345703580,46895640,0,0,298807940
2021-07,의료급여 외래,19,2018240,12500,0,0,2005740
2021-07,의료급여 입원,21,75179700,746270,0,0,74433430
2021-08,건강보험 외래,19,1646280,197300,0,0,1448980
2021-08,건강보험 입원,400,912394580,198233570,0,0,714161010
2021-08,의료급여 외래,0,0,0,0,0,0
2021-08,의료급여 입원,6,13223800,454210,0,0,12769590
2021-09,건강보험 외래,5,317340,11000,0,0,306340
2021-09,건강보험 입원,304,619323030,135908270,0,0,483414760
2021-09,의료급여 외래,4,312320,1500,0,0,310820
2021-09,의료급여 입원,9,16479830,813880,0,0,15665950
2021-10,건강보험 외래,7,334140,128500,0,0,205640
2021-10,건강보험 입원,276,512327660,110404250,0,0,401923410
2021-10,의료급여 외래,0,0,0,0,0,0
2021-10,의료급여 입원,10,18096110,1009200,0,0,17086910
2021-11,건강보험 외래,21,750760,299100,0,0,451660
2021-11,건강보험 입원,289,670620200,144343100,0,0,526277100
2021-11,의료급여 외래,0,0,0,0,0,0
2021-11,의료급여 입원,19,40046380,337240,0,0,39709140
2021-12,건강보험 외래,7,147290,47400,0,0,99890
2021-12,건강보험 입원,419,849943320,182665700,0,0,667277620
2021-12,의료급여 외래,2,58640,1750,0,0,56890
2021-12,의료급여 입원,25,47551570,1076760,0,0,46474810
2022-01,건강보험 외래,8,256410,102200,0,0,154210
2022-01,건강보험 입원,278,519330840,74510780,0,0,444820060
2022-01,의료급여 외래,1,16370,0,0,0,16370
2022-01,의료급여 입원,6,10563220,351060,0,0,10212160
2022-02,건강보험 외래,6,104580,41600,0,0,62980
2022-02,건강보험 입원,256,414181840,60116020,0,0,354065820
2022-02,의료급여 외래,0,0,0,0,0,0
2022-02,의료급여 입원,17,27728360,683040,0,0,27045320
2022-03,건강보험 외래,8,125140,49700,0,0,75440
2022-03,건강보험 입원,242,357988590,52710730,0,0,305277860
2022-03,의료급여 외래,0,0,0,0,0,0
2022-03,의료급여 입원,24,38030970,582680,0,0,37448290
2022-04,건강보험 외래,66,1952830,397000,0,0,1555830
2022-04,건강보험 입원,127,199780700,29159670,0,0,170621030
2022-04,의료급여 외래,0,0,0,0,0,0
2022-04,의료급여 입원,11,15367030,125080,0,0,15241950
2022-05,건강보험 외래,56,4617580,1398700,17900,0,3218880
2022-05,건강보험 입원,13,20464260,853470,0,0,19610790
2022-05,의료급여 외래,11,1013070,22560,0,0,990510
2022-05,의료급여 입원,10,22898990,328130,0,0,22570860
2022-06,건강보험 외래,69,5707870,1622000,144600,0,4085870
2022-06,건강보험 입원,22,107282710,3969250,0,0,103313460
2022-06,의료급여 외래,3,326390,3500,0,0,322890
2022-06,의료급여 입원,13,57303770,833640,0,0,56470130
2022-07,건강보험 외래,64,4686770,802600,4700,0,3884170
2022-07,건강보험 입원,34,142623240,5466990,0,0,137156250
2022-07,의료급여 외래,7,752110,4500,0,0,747610
2022-07,의료급여 입원,19,65764750,1080290,0,0,64684460
2022-08,건강보험 외래,131,6505620,1452500,0,0,5053120
2022-08,건강보험 입원,40,191102160,7209000,0,0,183893160
2022-08,의료급여 외래,11,853970,16850,0,0,837120
2022-08,의료급여 입원,19,80319020,1308940,0,0,79010080
2022-09,건강보험 외래,91,7536760,1964900,9900,0,5571860
2022-09,건강보험 입원,48,218834310,7785130,0,0,211049180
2022-09,의료급여 외래,4,325690,1500,0,0,324190
2022-09,의료급여 입원,22,90453550,1443190,0,0,89010360
2022-10,건강보험 외래,65,5952330,892800,103000,0,5059530
2022-10,건강보험 입원,47,221949670,9124960,0,0,212824710
2022-10,의료급여 외래,10,760100,12030,0,0,748070
2022-10,의료급여 입원,23,99530940,1610630,0,0,97920310
2022-11,건강보험 외래,79,6694290,1043700,0,0,5650590
2022-11,건강보험 입원,46,202121080,8897230,0,0,193223850
2022-11,의료급여 외래,14,1207510,4500,0,0,1203010
2022-11,의료급여 입원,25,100074730,1627520,0,0,98447210
2022-12,건강보험 외래,80,6745310,931300,0,0,5814010
2022-12,건강보험 입원,44,168757800,10184300,0,0,158573500
2022-12,의료급여 외래,19,1799940,28470,0,0,1771470
2022-12,의료급여 입원,26,99122260,1663190,0,0,97459070
2023-01,건강보험 외래,74,6559120,981100,0,0,5578020
2023-01,건강보험 입원,36,189163280,8065300,0,0,181097980
2023-01,의료급여 외래,19,2249290,6000,0,0,2243290
2023-01,의료급여 입원,20,89186810,1434210,0,0,87752600
2023-02,건강보험 외래,70,5889100,950100,0,0,4939000
2023-02,건강보험 입원,41,138840950,7181940,0,0,131659010
2023-02,의료급여 외래,19,2054770,6000,0,0,2048770
2023-02,의료급여 입원,22,99903940,1283830,0,0,98620110
2023-03,건강보험 외래,77,10245140,1004900,0,0,9240240
2023-03,건강보험 입원,37,156256080,7556360,0,0,148699720
2023-03,의료급여 외래,14,1392980,7500,0,0,1385480
2023-03,의료급여 입원,19,97697780,1362490,0,0,96335290
2023-04,건강보험 외래,75,10791930,806400,0,0,9985530
2023-04,건강보험 입원,35,152497570,6511960,0,0,145985610
2023-04,의료급여 외래,12,1125570,13810,0,0,1111760
2023-04,의료급여 입원,18,99373470,1471330,0,0,97902140
2023-05,건강보험 외래,102,17623790,1732200,0,0,15891590
2023-05,건강보험 입원,36,148369530,6383920,0,0,141985610
2023-05,의료급여 외래,12,1026620,6990,0,0,1019630
2023-05,의료급여 입원,19,76525760,1098050,0,0,75427710
2023-06,건강보험 외래,130,14021710,1412300,0,0,12609410
