지표연도,시도,시군구,지표명,분모(명),분자(명),지표값(퍼센트)
2022,강원도,인제군,고혈압의료이용률,24855,7866,31.65
2022,강원도,고성군,고혈압의료이용률,26205,9689,36.97
2022,강원도,양양군,고혈압의료이용률,27013,9496,35.15
2022,충청북도,전체,고혈압의료이용률,1610246,379144,23.55
2022,충청북도,청주시 상당구,고혈압의료이용률,190829,40094,21.01
2022,충청북도,청주시 서원구,고혈압의료이용률,193890,40966,21.13
2022,충청북도,청주시 흥덕구,고혈압의료이용률,270732,47137,17.41
2022,충청북도,청주시 청원구,고혈압의료이용률,193792,36817,19
2022,충청북도,충주시,고혈압의료이용률,208264,55857,26.82
2022,충청북도,제천시,고혈압의료이용률,131345,35974,27.39
2022,충청북도,보은군,고혈압의료이용률,31848,11218,35.22
2022,충청북도,옥천군,고혈압의료이용률,49979,16771,33.56
2022,충청북도,영동군,고혈압의료이용률,45354,15026,33.13
2022,충청북도,증평군,고혈압의료이용률,35137,8801,25.05
2022,충청북도,진천군,고혈압의료이용률,91797,19944,21.73
2022,충청북도,괴산군,고혈압의료이용률,37923,13690,36.1
2022,충청북도,음성군,고혈압의료이용률,101229,26844,26.52
2022,충청북도,단양군,고혈압의료이용률,28127,10005,35.57
2022,충청남도,전체,고혈압의료이용률,2157282,517676,24
2022,충청남도,천안시 동남구,고혈압의료이용률,263818,53987,20.46
2022,충청남도,천안시 서북구,고혈압의료이용률,412735,63462,15.38
2022,충청남도,공주시,고혈압의료이용률,103657,30858,29.77
2022,충청남도,보령시,고혈압의료이용률,99304,30433,30.65
2022,충청남도,아산시,고혈압의료이용률,346378,65812,19
2022,충청남도,서산시,고혈압의료이용률,177186,42931,24.23
2022,충청남도,논산시,고혈압의료이용률,113708,35246,31
2022,충청남도,계룡시,고혈압의료이용률,31152,6843,21.97
2022,충청남도,당진시,고혈압의료이용률,172151,41252,23.96
2022,충청남도,금산군,고혈압의료이용률,51834,16701,32.22
2022,충청남도,부여군,고혈압의료이용률,63773,23024,36.1
2022,충청남도,서천군,고혈압의료이용률,50917,19770,38.83
2022,충청남도,청양군,고혈압의료이용률,30722,11457,37.29
2022,충청남도,홍성군,고혈압의료이용률,100065,28061,28.04
2022,충청남도,예산군,고혈압의료이용률,78177,26386,33.75
2022,충청남도,태안군,고혈압의료이용률,61705,21453,34.77
2022,전라북도,전체,고혈압의료이용률,1787972,465085,26.01
2022,전라북도,전주시 완산구,고혈압의료이용률,335765,71064,21.16
2022,전라북도,전주시 덕진구,고혈압의료이용률,321613,60896,18.93
2022,전라북도,군산시,고혈압의료이용률,266953,69105,25.89
2022,전라북도,익산시,고혈압의료이용률,276381,74678,27.02
2022,전라북도,정읍시,고혈압의료이용률,106966,32775,30.64
2022,전라북도,남원시,고혈압의료이용률,79277,23053,29.08
2022,전라북도,김제시,고혈압의료이용률,81664,29054,35.58
2022,전라북도,완주군,고혈압의료이용률,92775,25037,26.99
2022,전라북도,진안군,고혈압의료이용률,24916,8863,35.57
2022,전라북도,무주군,고혈압의료이용률,23578,7837,33.24
2022,전라북도,장수군,고혈압의료이용률,21662,7527,34.75
2022,전라북도,임실군,고혈압의료이용률,25905,9539,36.82
2022,전라북도,순창군,고혈압의료이용률,26585,8874,33.38
2022,전라북도,고창군,고혈압의료이용률,53377,18109,33.93
2022,전라북도,부안군,고혈압의료이용률,50555,18674,36.94
2022,전라남도,전체,고혈압의료이용률,1831866,482853,26.36
2022,전라남도,목포시,고혈압의료이용률,216871,50016,23.06
2022,전라남도,여수시,고혈압의료이용률,278176,66319,23.84
2022,전라남도,순천시,고혈압의료이용률,280159,56424,20.14
2022,전라남도,나주시,고혈압의료이용률,117316,27997,23.86
2022,전라남도,광양시,고혈압의료이용률,150823,29266,19.4
2022,전라남도,담양군,고혈압의료이용률,45009,14329,31.84
2022,전라남도,곡성군,고혈압의료이용률,27348,9441,34.52
2022,전라남도,구례군,고혈압의료이용률,25040,8686,34.69
2022,전라남도,고흥군,고혈압의료이용률,62482,25295,40.48
2022,전라남도,보성군,고혈압의료이용률,39047,13457,34.46
2022,전라남도,화순군,고혈압의료이용률,62299,17400,27.93
2022,전라남도,장흥군,고혈압의료이용률,36455,12138,33.3
2022,전라남도,강진군,고혈압의료이용률,33620,12073,35.91
2022,전라남도,해남군,고혈압의료이용률,67321,21443,31.85
2022,전라남도,영암군,고혈압의료이용률,56111,15481,27.59
2022,전라남도,무안군,고혈압의료이용률,90745,20144,22.2
2022,전라남도,함평군,고혈압의료이용률,31296,11639,37.19
2022,전라남도,영광군,고혈압의료이용률,51926,15748,30.33
2022,전라남도,장성군,고혈압의료이용률,41279,13193,31.96
2022,전라남도,완도군,고혈압의료이용률,49600,16734,33.74
2022,전라남도,진도군,고혈압의료이용률,30723,10983,35.75
2022,전라남도,신안군,고혈압의료이용률,38220,14647,38.32
2022,경상북도,전체,고혈압의료이용률,2598128,645493,24.84
2022,경상북도,포항시 남구,고혈압의료이용률,224342,53457,23.83
2022,경상북도,포항시 북구,고혈압의료이용률,271273,60289,22.22
2022,경상북도,경주시,고혈압의료이용률,257301,65001,25.26
2022,경상북도,김천시,고혈압의료이용률,140562,35318,25.13
2022,경상북도,안동시,고혈압의료이용률,156243,39428,25.24
2022,경상북도,구미시,고혈압의료이용률,387169,64945,16.77
2022,경상북도,영주시,고혈압의료이용률,101434,28203,27.8
2022,경상북도,영천시,고혈압의료이용률,101568,30080,29.62
2022,경상북도,상주시,고혈압의료이용률,95028,29349,30.88
2022,경상북도,문경시,고혈압의료이용률,69961,21464,30.68
2022,경상북도,경산시,고혈압의료이용률,272603,55783,20.46
2022,경상북도,군위군,고혈압의료이용률,21996,8040,36.55
2022,경상북도,의성군,고혈압의료이용률,50242,19510,38.83
2022,경상북도,청송군,고혈압의료이용률,24382,8889,36.46
2022,경상북도,영양군,고혈압의료이용률,16240,5621,34.61
2022,경상북도,영덕군,고혈압의료이용률,35453,13412,37.83
2022,경상북도,청도군,고혈압의료이용률,41793,14744,35.28
2022,경상북도,고령군,고혈압의료이용률,31528,10089,32
2022,경상북도,성주군,고혈압의료이용률,43397,13823,31.85
2022,경상북도,칠곡군,고혈압의료이용률,113840,24373,21.41
2022,경상북도,예천군,고혈압의료이용률,54281,15230,28.06
2022,경상북도,봉화군,고혈압의료이용률,30475,10018,32.87
2022,경상북도,울진군,고혈압의료이용률,48345,15670,32.41
2022,경상북도,울릉군,고혈압의료이용률,8672,2757,31.79
2022,경상남도,전체,고혈압의료이용률,3297291,706739,21.43
2022,경상남도,창원시 의창구,고혈압의료이용률,215449,40424,18.76
2022,경상남도,창원시 성산구,고혈압의료이용률,251025,38118,15.18
2022,경상남도,창원시 마산합포구,고혈압의료이용률,179804,41376,23.01
2022,경상남도,창원시 마산회원구,고혈압의료이용률,185600,40308,21.72
2022,경상남도,창원시 진해구,고혈압의료이용률,172195,34419,19.99
2022,경상남도,진주시,고혈압의료이용률,343991,68256,19.84
2022,경상남도,통영시,고혈압의료이용률,126663,30824,24.34
2022,경상남도,사천시,고혈압의료이용률,108997,28093,25.77
2022,경상남도,김해시,고혈압의료이용률,547144,94992,17.36
2022,경상남도,밀양시,고혈압의료이용률,104360,29782,28.54
2022,경상남도,거제시,고혈압의료이용률,242768,44202,18.21
2022,경상남도,양산시,고혈압의료이용률,357015,69443,19.45
2022,경상남도,의령군,고혈압의료이용률,26455,8966,33.89
2022,경상남도,함안군,고혈압의료이용률,63348,17469,27.58
2022,경상남도,창녕군,고혈압의료이용률,61225,19848,32.42
2022,경상남도,고성군,고혈압의료이용률,50419,15616,30.97
2022,경상남도,남해군,고혈압의료이용률,42239,15590,36.91
2022,경상남도,하동군,고혈압의료이용률,43032,14066,32.69
2022,경상남도,산청군,고혈압의료이용률,34252,10958,31.99
2022,경상남도,함양군,고혈압의료이용률,38062,12478,32.78
2022,경상남도,거창군,고혈압의료이용률,60657,16608,27.38
2022,경상남도,합천군,고혈압의료이용률,42591,14903,34.99
2022,제주특별자치도,전체,고혈압의료이용률,682879,138580,20.29
2022,제주특별자치도,제주시,고혈압의료이용률,497663,95413,19.17
2022,제주특별자치도,서귀포시,고혈압의료이용률,185216,43167,23.31
