구간 번호,관리청,도로 분류,대표지역,도로(노선)명,총길이(km),기점 위도(WGS84(4326)),기점 경도(WGS84(4326)),종점 위도(WGS84(4326)),종점 경도(WGS84(4326)),정북기준 도로방향 각도(x1),정북기준 도로방향 각도(y1),정북기준 도로방향 각도(기점 기준십진수 방위각)
47720-2,대구광역시(군위군),군도,경상북도 군위군,군도10호선,2,36.100675,128.668214,36.115454,128.687826,-0.019612,-0.014779,217.0005552
47720-5,대구광역시(군위군),군도,경상북도 군위군,군도13호선,0.6,36.188063,128.832446,36.190977,128.827488,0.004958,-0.002914,329.5556709
26380-3,부산광역시(사하구),지방도,부산광역시 사하구,두송로,1.4,35.08053202,128.9777997,35.07237831,128.9837379,-0.005938154,0.008153711,126.0649609
48000-33,경상남도(도로관리사업소 진주지소),지방도,경상남도 사천시,지방도1002호선,0.8,35.06980261,128.0001344,35.07051014,128.0007686,-0.000634166,-0.000707532,228.1299123
48000-39,경상남도(도로관리사업소 진주지소),지방도,경상남도 사천시,국지도58호선,0.5,35.04948833,127.9610816,35.04911299,127.9627582,-0.001676602,0.00037534,167.3812655
46720-2,전라남도(곡성군),군도,전라남도 곡성군,군도4호선,0.2,35.12719726,127.2975093,35.12793063,127.2960514,0.001457871,-0.000733367,333.295778
46720-1,전라남도(곡성군),지방도,전라남도 곡성군,지방도 861호선,2.9,35.29506249,127.3726527,35.29921967,127.3817158,-0.009063121,-0.004157178,204.6405308
41500-2,경기도(이천시),국지도,경기도 이천시,국지도70,0.5,37.26775092,127.4587039,37.26610676,127.461339,-0.002635111,0.001644157,148.0382178
26260-16,부산광역시(동래구),지방도,부산광역시 동래구,명서로,0.68,35.2066308,129.102228,35.21190941,129.1003593,0.001868638,-0.005278612,289.4940505
48000-40,경상남도(도로관리사업소 진주지소),지방도,경상남도 사천시,국지도58호선,0.2,35.06450746,127.9572261,35.06304868,127.9572105,1.56E-05,0.001458784,89.38808317
50000-8,제주특별자치도(본청),지방도,제주특별자치도 제주시,1100도로(지방도1139호),1,33.435266,126.489633,33.426807,126.490407,-0.000774,0.008459,95.22801627
50000-11,제주특별자치도(본청),지방도,제주특별자치도 제주시,1100도로(지방도1139호),0.3,33.379099,126.469502,33.376331,126.468978,0.000524,0.002768,79.2803958
26260-4,부산광역시(동래구),지방도,부산광역시 동래구,복천로,0.97,35.20730696,129.095083,35.20562301,129.0861576,0.0089254,0.001683952,10.68437916
26260-1,부산광역시(동래구),지방도,부산광역시 동래구,충렬대로321번길,0.01,35.20075779,129.0950421,35.20102973,129.0943516,0.000690487,-0.000271939,338.5036626
43760-1,충청북도(괴산군),도시계획도로,충청북도 괴산군,도시계획도로,0.15,36.81397628,127.7904336,36.81397628,127.7904336,0,0,NaN
26260-1,부산광역시(동래구),지방도,부산광역시 동래구,명장로,0.47,35.20474573,129.1113505,35.20460115,129.1079876,0.003362877,0.000144588,2.46194231
26260-15,부산광역시(동래구),지방도,부산광역시 동래구,인생문길,0.5,35.20606294,129.1002791,35.20711657,129.096247,0.004032108,-0.00105363,345.3554978
26710-13,부산광역시(기장군),지방도,부산광역시 기장군,정관산업로,0.4,35.31366616,129.174511,35.31682756,129.176405,-0.001893991,-0.003161408,239.0742809
41570-1,경기도(김포시),지방도,경기도 김포시,봉수대로,0.5,37.632724,126.6288,37.623368,126.632951,-0.004151,0.009356,113.9255452
41500-5,경기도(이천시),일반국도,경기도 이천시,국도38호선,1,37.1143249,127.6257512,37.11741369,127.6206928,0.005058332,-0.003088785,328.590375
26710-6,부산광역시(기장군),지방도,부산광역시 기장군,국지도 60호선(산단로),0.9,35.34518009,129.1587837,35.35229305,129.1548503,0.003933412,-0.007112964,298.9422397
29200-7,광주광역시(광산구),지방도,광주광역시 광산구,성내고가,0.45,35.218593,126.746318,35.218611,126.746415,-9.70E-05,-1.80E-05,190.5126272
26380-2,부산광역시(사하구),지방도,부산광역시 사하구,장평로,1.5,35.089877,128.973002,35.09657247,128.9862192,-0.013217203,-0.006695472,206.8655189
11500-7,서울특별시(강서구),구도,서울특별시 강서구,등촌로51길,0.62,37.55093526,126.8572981,37.54883225,126.8632665,-0.00596848,0.002103019,160.5898803
26710-10,부산광역시(기장군),지방도,부산광역시 기장군,병산로(군도10호선),1.3,35.34053588,129.1782152,35.34734269,129.1893722,-0.011156933,-0.006806809,211.3872314
26260-1,부산광역시(동래구),지방도,부산광역시 동래구,명안로17번길 41,0.01,35.19744476,129.1022738,35.19816388,129.1022606,1.31E-05,-0.00071912,271.0461112
41250-1,경기도(동두천시),지방도,경기도 동두천시,지방도364호선,90.78,37.89039647,127.1328366,37.88053861,127.1383988,-0.005562154,0.009857852,119.433254
27230-9,대구광역시(북구),지방도,대구광역시 북구,호국로2,1.7,35.93892115,128.5917991,35.9461544,128.5767902,0.015008915,-0.007233243,334.2691999
29000-9,광주광역시(본청),광역시도,광주광역시 광산구,하남진곡산단로,145,35.22957265,126.8263103,35.22947621,126.8247676,0.001542673,9.64E-05,3.577039455
26200-4,부산광역시(영도구),지방도,부산광역시 영도구,청학로,0.48,35.09637679,129.0612265,35.09289898,129.0596951,0.001531406,0.003477808,66.23435423
26530-1,부산광역시(사상구),지방도,부산광역시 사상구,운수사 진입로,0.8,35.18590261,129.0036991,35.1842748,129.0123799,-0.008680803,0.001627813,169.3793115
36000-5,세종특별자치시(본청),시도,세종특별자치시 세종특별자치시,솔티로(시도27호),1.64,36.62717875,127.218004,36.61369001,127.2188749,-0.000870897,0.013488734,93.69416024
27230-10,대구광역시(북구),지방도,대구광역시 북구,사수로1,1.9,35.89798005,128.5248703,35.89538807,128.5065275,0.018342812,0.002591984,8.043091662
27710-10,대구광역시(달성군),지방도,대구광역시 달성군,군도8,1,35.75176925,128.5579871,35.74254494,128.5562059,0.001781218,0.009224312,79.07068196
27710-3,대구광역시(달성군),지방도,대구광역시 달성군,군도8,1,35.79878178,128.6237671,35.79843599,128.6116252,0.012141824,0.000345793,1.63131533
41390-6,경기도(시흥시),시도,경기도 시흥시,시도1호선,1.1,37.450707,126.791928,37.459298,126.802472,-0.010544,-0.008591,219.1723275
27000-16,대구광역시(본청),지방도,대구광역시 수성구,신천좌안도로,2.9,35.81317796,128.6138186,35.83791164,128.6051983,0.008620253,-0.024733681,289.2146138
43760-1,충청북도(괴산군),도시계획도로,충청북도 괴산군,도시계획도로,1.4,36.81228986,127.7868601,36.81228986,127.7868601,0,0,NaN
11590-7,서울특별시(동작구),구도,서울특별시 동작구,매봉로,0.3,37.51046465,126.9509294,37.50800031,126.9516207,-0.000691267,0.002464337,105.6692556
11590-2,서울특별시(동작구),구도,서울특별시 동작구,노량진로17길,0.5,37.5136678,126.9469038,37.51533781,126.9442637,0.00264014,-0.001670014,327.6847024
41250-1,경기도(동두천시),시도,경기도 동두천시,탑신로,3,37.90584826,127.0771536,37.87661292,127.1400681,-0.062914566,0.029235336,155.0765027
28260-22,인천광역시(서구),구도,인천광역시 서구,율도로,0.05,37.51026436,126.6636515,37.51366634,126.6638041,-0.000152579,-0.003401976,267.4320051
41000-1,경기도(본청),지방도,경기도 의왕시,지방도309호선,0.25,37.38637696,127.0011598,37.38855674,127.0019432,-0.000783382,-0.002179775,250.2322505
28260-23,인천광역시(서구),광역시도,인천광역시 서구,서곶로(시천교),0.89,37.56747864,126.6765298,37.57276916,126.6764991,3.07E-05,-0.005290518,270.3326222
41360-9,경기도(남양주시),지방도,경기도 남양주시,지방도387호선,0.3,37.75002451,127.272652,37.74852159,127.2720107,0.000641313,0.001502915,66.89144414
-,경기도(의정부시),지방도,경기도 의정부시,동부간선도로,0.8,37.70606105,127.0548992,37.70231957,127.0515168,0.003382359,0.003741482,47.88592045
46790-10,전라남도(화순군),지방도,전라남도 화순군,818,1.3,34.92395424,126.8911807,34.91861894,126.8798086,0.011372071,0.005335301,25.13400811
26710-2,부산광역시(기장군),위임국도,부산광역시 기장군,만화고개(국도14호선),1.5,35.2540072,129.1981729,35.24818308,129.1845134,0.013659424,0.005824125,23.09250054
46820-1,전라남도(해남군),구국도,전라남도 해남군,구국도 18호,3,34.56672841,126.6412339,34.57009488,126.6161039,0.025129925,-0.003366471,352.3699328
41650-6,경기도(포천시),지방도,경기도 포천시,지방도368호선,1.4,37.95621803,127.1604292,37.95073119,127.1720094,-0.011580145,0.005486835,154.6477487
41480-1,경기도(파주시),국지도,경기도 파주시,56호선,0.65,37.74512143,126.7867299,37.74669231,126.793323,-0.006593081,-0.001570881,193.40154
41310-1,경기도(구리시),시도,경기도 구리시,국도43호선,0.14,37.64563827,127.140688,37.64669558,127.1404341,0.000253923,-0.001057312,283.5043198
41650-7,경기도(포천시),지방도,경기도 포천시,국지도78호선,1.3,38.06112882,127.2202576,38.06971102,127.2278727,-0.007615085,-0.008582194,228.4169666
70100-75,한국도로공사(한국도로공사),고속국도,충청남도 예산군,30호선,1,36.72981008,126.7320626,36.72422693,126.7407551,-0.008692563,0.005583157,147.2877225
60300-37,국토관리청(대전청),일반국도,충청남도 아산시,39호선,1,36.661257,126.986942,36.652862,126.982976,0.003966,0.008395,64.71282256
42110-12,강원특별자치도(춘천시),지방도,강원도 춘천시,군도10호선,2.1,37.920771,127.941283,37.911628,127.929551,0.011732,0.009143,37.93005331
42190-3,강원특별자치도(태백시),지방도,강원도 태백시,국도38호선,1.3,37.2032,128.945,37.2066,128.9417,0.0033,-0.0034,314.1449026
42110-15,강원특별자치도(춘천시),지방도,강원도 춘천시,군도14호선,1,37.96757,127.581239,37.960913,127.583106,-0.001867,0.006657,105.6665062
41650-9,경기도(포천시),지방도,경기도 포천시,지방도387호선,0.9,38.1314642,127.2520285,38.13795181,127.2461344,0.005894114,-0.006487613,312.2557137
27260-10,대구광역시(수성구),지방도,대구광역시 수성구,청수로,1,35.84077,128.63698,35.84096,128.64092,-0.00394,-0.00019,182.7608557
26530-2,부산광역시(사상구),지방도,부산광역시 사상구,백양마을 일원,0.6,35.15393469,128.9982397,35.15624273,128.9992289,-0.000989147,-0.002308038,246.8016581
70100-122,한국도로공사(한국도로공사),고속국도,대구광역시 달성군,1호선,2,35.93941533,128.4624309,35.95610354,128.4550931,0.007337786,-0.016688213,293.735031
42000-23,강원특별자치도(도로관리사업소 원주본소),지방도,강원도 평창군 ,지방도420호선,1.6,37.474149,128.255092,37.477098,128.247038,0.008054,-0.002949,339.8896205
11590-3,서울특별시(동작구),구도,강원도 철원군 ,만양로 고개,0.3,37.50885952,126.9466197,37.50626226,126.9477206,-0.00110096,0.002597257,112.9717654
50000-6,제주특별자치도(본청),지방도,강원도 평창군 ,516도로(지방도1131호),0.4,33.348871,126.614928,33.345213,126.61432,0.000608,0.003658,80.56307936
30110-9,대전광역시(동구),지방도,강원도 철원군 ,백룡로,0.58,36.33201344,127.4547956,36.33509656,127.4505122,0.004283371,-0.003083123,324.2540778
28200-2,인천광역시(남동구),시도,강원도 정선군 ,은봉로,2.6,37.41078058,126.7357813,37.40574133,126.7085983,0.027183077,0.005039254,10.50238035
46790-13,전라남도(화순군),농어촌도로,강원도 평창군 ,리도 202,0.08,34.87681388,126.9615663,34.87720979,126.9608667,0.000699677,-0.000395909,330.4968402
46910-24,전라남도(신안군),농어촌도로,강원도 삼척시 ,농어촌도로101호선,0.95,34.78243017,126.1430704,34.77466438,126.1399478,0.003122572,0.007765792,68.09527738
-,경기도(의정부시),국지도,강원특별자치도 원주시 ,43호선,2.6,37.76381476,127.091086,37.77745033,127.1136573,-0.022571363,-0.013635563,211.1365506
-,경기도(의정부시),지방도,강원도 홍천군 ,민락로,1.6,37.76039456,127.1118068,37.77345068,127.1157404,-0.003933595,-0.013056119,253.2333064
-,경기도(의정부시),지방도,경상북도 군위군 ,서부로,6,37.69619928,127.0447082,37.74687981,127.0289357,0.015772406,-0.050680527,287.2867871
-,경기도(의정부시),지방도,강원특별자치도 정선군 ,금신로,3.6,37.74778791,127.058493,37.72412344,127.0625506,-0.004057681,0.023664475,99.72972698
41250-1,경기도(동두천시),지방도,강원도 삼척시 ,오지재고개,1.5,37.880348,127.138619,37.87583845,127.1403191,-0.001700127,0.004509545,110.65676
46150-6,전라남도(순천시),지방도,강원도 춘천시 ,지방도857,3.5,35.04145599,127.3711866,35.08488215,127.3616944,0.009492226,-0.043426163,282.3299618
43000-1,충청북도(본청),지방도,강원특별자치도 춘천시 ,지방도517호선,1.7,36.81915485,127.9504276,36.80804421,127.9513522,-0.000924618,0.011110637,94.75714442
-,경기도(의정부시),지방도,강원특별자치도 평창군 ,시민로,3.3,37.73726948,127.052134,37.72977577,127.0861854,-0.034051357,0.007493706,167.588717
48000-138,경상남도(도로관리사업소),지방도,강원특별자치도 철원군 ,지방도1009호선,1,35.02491326,128.3020172,35.03577192,128.291834,0.010183127,-0.010858654,313.161203
46790-14,전라남도(화순군),농어촌도로,강원특별자치도 철원군 ,리도 205,0.3,34.9109868,127.0478326,34.91001521,127.0505184,-0.00268578,0.000971585,160.1123311
43000-1,충청북도(본청),지방도,강원도 양양군 ,지방도508호,2,36.85856212,127.9540635,36.85115117,127.9704204,-0.016356957,0.007410951,155.6258422
41270-6,경기도(안산시),지방도,강원특별자치도 횡성군 ,가루개로,0.3,37.33878281,126.8513248,37.34406252,126.8354079,0.015916925,-0.005279711,341.649099
26710-4,부산광역시(기장군),지방도,강원특별자치도 평창군 ,갈치고개(군도17호선),1,35.25372857,129.1839821,35.25290398,129.1774468,0.006535249,0.000824581,7.19125611
41480-1,경기도(파주시),국지도,강원특별자치도 평창군 ,국지도56호선,0.2,37.7734229,126.8331329,37.77625525,126.8381143,-0.00498143,-0.00283235,209.6217698
42110-24,강원특별자치도(춘천시),지방도,강원특별자치도 평창군 ,시도,2.1,37.866798,127.738177,37.8739,127.742176,-0.003999,-0.007102,240.6169728
42190-9,강원특별자치도(태백시),지방도,강원특별자치도 강릉시 ,국도35호선,0.7,37.2615,128.9932,37.2634,128.9959,-0.0027,-0.0019,215.1341931
42190-10,강원특별자치도(태백시),지방도,강원특별자치도 강릉시 ,국도31호선,1.2,37.1231,128.8993,37.1253,128.8896,0.0097,-0.0022,347.2212668
26710-5,부산광역시(기장군),지방도,강원특별자치도 강릉시 ,금정경계(군도17호선),1,35.2775086,129.1334739,35.28288156,129.1270532,0.006420754,-0.005372958,320.0770313
42130-15,강원특별자치도(원주시),지방도,강원도 원주시,대안로,0.85,37.31175,127.90557,37.308378,127.899276,0.006294,0.003372,28.18010579
43000-1,충청북도(본청),지방도,충청북도 진천군,지방도302호선,2,36.95999056,127.3891233,36.96240953,127.373349,0.015774275,-0.002418972,351.2816554
43000-1,충청북도(본청),지방도,충청북도 괴산군,지방도575호선,1.1,36.65661894,127.7377026,36.6476437,127.7251772,0.012525367,0.008975244,35.62407246
43000-1,충청북도(본청),국지도,충청북도 괴산군,국지도32호,1.7,36.68085522,127.8284237,36.6795431,127.8406913,-0.012267688,0.001312121,173.894997
11440-5,서울특별시(마포구),시도,서울특별시 마포구,백범로,0.3,37.5564379,126.9355119,37.551267,126.937676,-0.0021641,0.0051709,112.7100489
11440-9,서울특별시(마포구),시도,서울특별시 마포구,증산로,0.7,37.578668,126.904177,37.574671,126.899991,0.004186,0.003997,43.67689388
31710-2,울산광역시(울주군),지방도,울산광역시 울주군,국지도69호선,0.9,35.609833,129.03922,35.602919,129.037086,0.002134,0.006914,72.84720462
31710-3,울산광역시(울주군),지방도,울산광역시 울주군,국지도69호선,1.4,35.60287,129.037132,35.594554,129.031245,0.005887,0.008316,54.70484742
41170-4,경기도(안양시),지방도,경기도 안양시,안양육교 앞,0.1,37.42434729,126.90494,37.42482724,126.9055912,-0.000651169,-0.000479942,216.3919651
27140-3,대구광역시(동구),광역시도,대구광역시 동구,팔공산로,0.8,35.98716184,128.6209002,35.99516695,128.6121326,0.008767655,-0.008005109,317.6030643
41250-1,경기도(동두천시),지방도,경기도 동두천시,364호선,90.78,37.89455101,127.0739618,,,127.0739618,37.89455101,16.60503419
26230-7,부산광역시(부산진구),지방도,부산광역시 부산진구,양정로,0.21,35.17373,129.0739,35.17221,129.07455,-0.00065,0.00152,113.1530816
43000-1,충청북도(본청),국지도,충청북도 음성군,82호선,4,36.99242212,127.6094926,37.00273929,127.6509718,-0.041479172,-0.010317172,193.9678123
11305-2,서울특별시(강북구),시도,서울특별시 강북구,오현로,1.2,37.62198116,127.0376462,37.62518054,127.0372083,0.000437937,-0.003199382,277.7943145
41110-21,경기도(수원시),시도,경기도 수원시,장안구 지지대고개교차로,1.18,37.32383738,126.9869644,37.31380518,126.9885688,-0.001604414,0.010032205,99.08616542
41220-21,경기도(평택시),도시계획도로,경기도 평택시,서탄지하차도,0.22,37.103593,127.062183,37.103714,127.060316,0.001867,-0.000121,356.2918548
43000-1,충청북도(본청),위임국도,충청북도 청주시,위임국도19호선,0.3,36.61200598,127.6800413,36.61172024,127.6812413,-0.001199977,0.000285746,166.6058044
43000-1,충청북도(본청),국지도,충청북도 음성군,국지도49호선,1.4,36.96090732,127.6773383,36.97301909,127.6756132,0.001725048,-0.012111774,278.1059664
41820-1,경기도(가평군),지방도,경기도 가평군,387호선,2,37.77954924,127.2828384,37.78446777,127.2964704,-0.013631984,-0.004918528,199.8398462
41000-1,경기도(본청),지방도,경기도 가평군,98호선,0.49,37.6968531,127.3828375,37.69404377,127.3691454,0.013692136,0.002809326,11.59491672
41290-1,경기도(과천시),지방도,경기도 과천시,309호선,63.5,37.43460786,127.0023172,37.43994515,127.001149,0.001168167,-0.005337283,282.3456013
41110-22,경기도(수원시),시도,경기도 수원시,팔달구 경기남부경찰청앞,0.2,37.29254984,127.033044,37.29385747,127.0350731,-0.002029128,-0.001307627,212.7988721
41110-15,경기도(수원시),시도,경기도 수원시,권선구 상구운지하차도,5.8,37.29077398,126.9698748,37.23410079,126.9835474,-0.013672557,0.056673193,103.5635758
41800-8,경기도(연천군),지방도,경기도 연천군,지방도372호선,0.5,38.03426794,127.0280566,38.0402479,127.0305873,-0.002530733,-0.00597996,247.0618095
41480-1,경기도(파주시),도시계획도로,경기도 파주시,도시계획도로,0.21,37.74367759,126.7969752,37.74506064,126.7988254,-0.001850161,-0.00138305,216.7791976
41480-1,경기도(파주시),지방도,경기도 파주시,지방도371호선,0.17,37.94755802,126.9319209,37.94897185,126.9254793,0.006441639,-0.001413827,347.6208623
42130-12,강원특별자치도(원주시),지방도,강원도 원주시,농어촌102호선,1.3,37.342701,127.835656,37.332105,127.83279,0.002866,0.010596,74.8648253
42130-5,강원특별자치도(원주시),지방도,강원도 원주시,군도24호선,1.4,37.341761,127.854916,37.337626,127.869002,-0.014086,0.004135,163.6401937
11215-1,서울특별시(광진구),구도,서울특별시 광진구,워커힐로,1,37.5509993,127.1009283,37.55341622,127.0988395,0.002088857,-0.002416916,310.8357164
42000-13,강원특별자치도(도로관리사업소 북부지소),위임국도,강원도 철원군 ,국도56호선,2,38.21266646,127.5164409,38.21852212,127.5103369,0.006104039,-0.005855662,316.1897369
42000-24,강원특별자치도(도로관리사업소 강릉지소),지방도,강원도 평창군 ,지방도456호선,1,37.68533976,128.6609058,37.68645604,128.6723113,-0.011405448,-0.001116281,185.5898829
42000-14,강원특별자치도(도로관리사업소 북부지소),위임국도,강원도 철원군 ,국도56호선,1.6,38.21852295,127.5100981,38.22521107,127.4949894,0.015108713,-0.006688115,336.12265
41480-1,경기도(파주시),시도,경기도 파주시,시도44호선,0.77,37.8511845,126.9261467,37.85614421,126.9324984,-0.006351685,-0.004959705,217.9844552
42130-27,강원특별자치도(원주시),군도,강원도 원주시,군도11호선,1.9,37.233803,127.848912,37.245863,127.857834,-0.008922,-0.01206,233.5059272
26710-9,부산광역시(기장군),지방도,부산광역시 기장군,곡천길(군도21호선),0.6,35.27684883,129.1910257,35.27767073,129.196368,-0.005342307,-0.000821896,188.7461937
43130-1,충청북도(충주시),농어촌도로,충청북도 충주시,리도 201호선,2,37.11164574,127.9649885,37.11955203,127.9619045,0.003083968,-0.007906285,291.3090375
41480-1,경기도(파주시),지방도,경기도 파주시,지방도371호선,0.18,37.9296464,126.9458074,37.93168055,126.9466827,-0.000875268,-0.002034156,246.7184984
41480-1,경기도(파주시),지방도,경기도 파주시,지방도371호선,0.23,37.93871069,126.9453701,37.94162187,126.9425242,0.002845917,-0.002911176,314.3505509
31710-5,울산광역시(울주군),지방도,울산광역시 울주군,국지도69호선,1.9,35.636145,129.040153,35.63815,129.048473,-0.00832,-0.002005,193.5491152
27290-2,대구광역시(달서구),지방도,대구광역시 달서구,중흥로,1,35.83297663,128.5543239,35.82810078,128.559276,-0.004952102,0.004875853,135.4445141
41480-1,경기도(파주시),도시계획도로,경기도 파주시,도시계획도로,0.21,37.71008547,126.7588923,37.71003289,126.7628557,-0.003963458,5.26E-05,179.240068
41480-1,경기도(파주시),도시계획도로,경기도 파주시,도시계획도로,0.21,37.70422215,126.7594162,37.70422523,126.7626534,-0.003237196,-3.08E-06,180.0545932
41370-1,경기도(오산시),시도,경기도 오산시,시도6호선(물향기지하차도),0.43,37.17051975,127.0610481,37.17120829,127.0658012,-0.004753101,-0.000688545,188.2426593
41480-1,경기도(파주시),지방도,경기도 파주시,지방도359호선,0.2,37.73704228,126.7356605,37.74022669,126.7385741,-0.00291358,-0.003184408,227.5429917
41480-1,경기도(파주시),지방도,경기도 파주시,지방도357호선,0.2,37.72546836,126.6924599,37.73590743,126.6894004,0.003059523,-0.010439067,286.335014
42000-85,강원특별자치도(도로관리사업소 태백지소),위임국도,강원도 정선군 ,국도59호선,1.2,37.339756,128.712409,37.350413,128.716473,-0.004064,-0.010657,249.1258703
31710-6,울산광역시(울주군),지방도,울산광역시 울주군,국지도69호선,1.2,35.638166,129.048493,35.62878,129.049195,-0.000702,0.009386,94.27731617
41370-1,경기도(오산시),시도,경기도 오산시,동부대로(운암고가),0.7,37.16086335,127.0838327,37.15510741,127.0812417,0.002591009,0.005755945,65.76535431
41480-1,경기도(파주시),지방도,경기도 파주시,지방도359호선,0.2,37.72963211,126.7606903,37.73321252,126.7610013,-0.000310994,-0.003580408,265.0357553
31710-8,울산광역시(울주군),지방도,울산광역시 울주군,군도26호선,1.5,35.497973,129.11013,35.488572,129.117624,-0.007494,0.009401,128.5600742
41480-1,경기도(파주시),지방도,경기도 파주시,지방도357호선,0.2,37.71972724,126.6982399,37.72360654,126.7020102,-0.003770212,-0.003879298,225.8170103
11000-1,서울특별시(동부도로사업소),광역시도,서울특별시 송파구,석촌지하차도,0.47,37.50247235,127.0996128,37.50444294,127.1049314,-0.005318598,-0.001970587,200.3301079
41480-1,경기도(파주시),시도,경기도 파주시,시도1호선,0.2,37.75645684,126.7585165,37.75922564,126.7610893,-0.002572728,-0.002768807,227.1022902
11000-1,서울특별시(동부도로사업소),광역시도,서울특별시 송파구,송파지하차도,0.4,37.49993977,127.1133044,37.49597058,127.1107069,0.002597557,0.003969187,56.79804009
41800-10,경기도(연천군),지방도,경기도 연천군,지방도372호선,0.7,38.02787828,126.9897191,38.02578682,126.9852115,0.004507547,0.002091455,24.89081104
41480-1,경기도(파주시),도시계획도로,경기도 파주시,미리내고가차도,0.22,37.73359014,126.7663697,37.7332202,126.7733053,-0.006935535,0.000369938,176.9467638
11000-1,서울특별시(동부도로사업소),광역시도,서울특별시 송파구,가락지하차도,0.43,37.49541607,127.1067946,37.4990232,127.1122495,-0.005454851,-0.003607131,213.4754805
42000-51,강원특별자치도(도로관리사업소 원주본소),지방도,강원도 평창군 ,지방도424호선,1.7,37.534719,128.394452,37.522312,128.397109,-0.002657,0.012407,102.0875032
48120-1,경상남도(창원시),시도,경상남도 창원시,삼정자로,1,35.19790814,128.7067408,35.19805407,128.7093639,-0.002623021,-0.000145934,183.184424
43000-1,충청북도(본청),지방도,충청북도 음성군,지방도329호선,1.6,37.04347022,127.474744,37.0563667,127.4758132,-0.00106916,-0.012896477,265.2608318
41390-4,경기도(시흥시),시도,경기도 시흥시,국도77호선,0.8,37.350373,126.707923,37.334241,126.688682,0.019241,0.016132,39.97707284
27290-4,대구광역시(달서구),지방도,대구광역시 달서구,성서공단 강변로,1,35.84290582,128.5154989,35.85289994,128.4734649,0.042033964,-0.009994122,346.6255179
42190-15,강원특별자치도(태백시),지방도,강원도 태백시,시도(삼방길),0.2,37.117,129.0383,37.1162,129.0401,-0.0018,0.0008,156.037511
43000-1,충청북도(본청),국지도,충청북도 괴산군,국지도49호,1.6,36.70583321,127.8431795,36.71468455,127.828589,0.014590522,-0.008851338,328.7569116
27290-6,대구광역시(달서구),지방도,대구광역시 달서구,월곡로,2,35.80794763,128.5488953,35.79941693,128.5498115,-0.000916194,0.0085307,96.13004486
41220-40,경기도(평택시),도시계획도로,경기도 평택시,도시계획도로,0.11,37.079005,127.056259,37.078224,127.056203,5.60E-05,0.000781,85.89874288
31710-11,울산광역시(울주군),지방도,울산광역시 울주군,군도4호선,1.4,35.530854,129.117422,35.532037,129.130367,-0.012945,-0.001183,185.2215648
41130-28,경기도(성남시),시도,경기도 성남시,제일로,0.19,37.43343,127.13529,37.43502,127.13448,0.00081,-0.00159,296.9958384
42000-52,강원특별자치도(도로관리사업소 원주본소),지방도,강원도 평창군 ,지방도424호선,0.9,37.557312,128.396474,37.564524,128.400027,-0.003553,-0.007212,243.7727851
41800-13,경기도(연천군),군도,경기도 연천군,군도9호선,0.8,38.13564382,127.110354,38.13427192,127.115903,-0.005548988,0.001371893,166.1130658
42000-32,강원특별자치도(도로관리사업소 태백지소),지방도,강원도 삼척시 ,국지도28호선,1.9,37.36592,128.913319,37.353394,128.900923,0.012396,0.012526,45.29886782
41110-17,경기도(수원시),시도,경기도 수원시,권선구 당수IC~서둔교차로,6,37.29490553,126.940752,37.27012733,126.9965749,-0.055822905,0.024778198,156.0649283
26710-14,부산광역시(기장군),지방도,부산광역시 기장군,소산길,0.5,35.29640621,129.1703579,35.29934928,129.1644371,0.005920779,-0.002943069,333.5691968
41390-7,경기도(시흥시),시도,경기도 시흥시,국도39호선,1.1,37.456427,126.7854009,37.4653081,126.7895802,-0.0041793,-0.0088811,244.7990938
36000-4,세종특별자치시(본청),시도,세종특별자치시 세종특별자치시,의당전의로(시도25호),0.5,36.60656162,127.1701581,36.60230098,127.1664414,0.003716722,0.004260643,48.90056283
41820-3,경기도(가평군),국지도,경기도 가평군,국지도86호선,1.2,37.66558923,127.5404163,37.66300196,127.5494447,-0.009028322,0.002587264,164.0091822
51770-1,강원특별자치도(정선군),군도,강원도 정선군,군도 9호선,1.9,37.2858194,128.753136,37.28479987,128.7651645,-0.012028578,0.001019526,175.1552666
27710-14,대구광역시(달성군),지방도,대구광역시 달성군,군도1,2,35.69755822,128.3818102,35.70107435,128.3599011,0.021909095,-0.003516127,350.8825147
70100-132,한국도로공사(한국도로공사),고속국도,대구광역시 동구,20호선,1.5,35.9489739,128.706199,35.95383194,128.721644,-0.015444992,-0.004858039,197.4603501
41590-21,경기도(화성시),지방도,경기도 화성시,능고개,0.9,37.19428241,126.8338518,37.18804646,126.844472,-0.010620221,0.006235952,149.5795127
28720-9,인천광역시(옹진군),군도,인천광역시 옹진군,군도41호선,1.1,37.83071318,124.7134232,37.83513963,124.7106258,0.002797406,-0.004426448,302.291881
47720-4,대구광역시(군위군),군도,대구광역시 달성군,군도10호선,2,36.125179,128.720429,36.135864,128.739785,-0.019356,-0.010685,208.8998048
41610-2,경기도(광주시),국지도,경기도 광주시,국지도57호선,1.43,37.359929,127.151232,37.356355,127.165692,-0.01446,0.003574,166.1167589
43000-1,충청북도(본청),지방도,충청북도 청주시,지방도509호선,1.9,36.49686513,127.5157907,36.49126873,127.511101,0.004689699,0.005596406,50.0375263
45130-4,전라북도(군산시),시도,전라북도 군산시,문화로,0.24,35.96972196,126.7061146,35.96984829,126.7105132,-0.004398581,-0.000126332,181.6451401
